title,keywords,everything,topic,authors,journal,links
amot and yap1 regulate neuronal dendritic tree complexity and locomotor coordination in mice.,,amot and yap1 regulate neuronal dendritic tree complexity and locomotor coordination in mice.,NEURAL,"Rojek KO, Krzemień J, Doleżyczek H, Boguszewski PM, Kaczmarek L, Konopka W, Rylski M, Jaworski J, Holmgren L, Prószyński TJ,",*PLoS biology*,* [Amot and Yap1 regulate neuronal dendritic tree complexity and locomotor coordination in mice.](https://www.ncbi.nlm.nih.gov/pubmed/31042703)
brain region specific glucagon-like peptide-1 receptors regulate alcohol-induced behaviors in rodents.,addiction dopamine gut-brain axis reward,brain region specific glucagon-like peptide-1 receptors regulate alcohol-induced behaviors in rodents.,NEURAL,"Vallöf D, Kalafateli AL, Jerlhag E,",*Psychoneuroendocrinology*,* [Brain region specific glucagon-like peptide-1 receptors regulate alcohol-induced behaviors in rodents.](https://www.ncbi.nlm.nih.gov/pubmed/30771711)
methylphenidate administration reverts attentional inflexibility in adolescent rats submitted to a model of neonatal hypoxia-ischemia: predictive validity for adhd study.,attention-deficit/hyperactivity disorder attentional set-shifting d1 d2 dopamine transporter (dat) locomotor activity open field tyrosine hydroxylase (th),methylphenidate administration reverts attentional inflexibility in adolescent rats submitted to a model of neonatal hypoxia-ischemia: predictive validity for adhd study.,NEURAL,"Miguel PM, Deniz BF, Confortim HD, Bronauth LP, de Oliveira BC, Alves MB, Silveira PP, Pereira LO,",*Experimental neurology*,* [Methylphenidate administration reverts attentional inflexibility in adolescent rats submitted to a model of neonatal hypoxia-ischemia: Predictive validity for ADHD study.](https://www.ncbi.nlm.nih.gov/pubmed/30771298)
action-based attention in  drosophila melanogaster.,selection for action goal-directed action invertebrates motor control walking,action-based attention in  drosophila melanogaster.,NEURAL,"Frighetto G, Zordan MA, Castiello U, Megighian A,",*Journal of neurophysiology*,* [Action-based attention in <i>Drosophila melanogaster</i>.](https://www.ncbi.nlm.nih.gov/pubmed/31042449)
fgf2-responsive genes in human dental pulp cells assessed using a rat spinal cord injury model.,fibroblast growth factor 2 gabrb1 human dental pulp cells spinal cord injury,fgf2-responsive genes in human dental pulp cells assessed using a rat spinal cord injury model.,NEURAL,"Sugiyama K, Nagashima K, Miwa T, Shimizu Y, Kawaguchi T, Iida K, Tamaoki N, Hatakeyama D, Aoki H, Abe C, Morita H, Kunisada T, Shibata T, Fukumitsu H, Tezuka KI,",*Journal of bone and mineral metabolism*,* [FGF2-responsive genes in human dental pulp cells assessed using a rat spinal cord injury model.](https://www.ncbi.nlm.nih.gov/pubmed/30187276)
"selective dopamine d3 receptor antagonist yqa14 inhibits morphine-induced behavioral sensitization in wild type, but not in dopamine d3 receptor knockout mice.",yqa14 behavioral sensitization dopamine d3 receptor dopamine d3 receptor knockout mice morphine,"selective dopamine d3 receptor antagonist yqa14 inhibits morphine-induced behavioral sensitization in wild type, but not in dopamine d3 receptor knockout mice.",NEURAL,"Lv Y, Hu RR, Jing M, Zhao TY, Wu N, Song R, Li J, Hu G,",*Acta pharmacologica Sinica*,"* [Selective dopamine D3 receptor antagonist YQA14 inhibits morphine-induced behavioral sensitization in wild type, but not in dopamine D3 receptor knockout mice.](https://www.ncbi.nlm.nih.gov/pubmed/30224637)"
longitudinal  in vivo diffusion magnetic resonance imaging remote from the lesion site in rat spinal cord injury.,diffusion tensor imaging free water elimination spinal cord injury,longitudinal  in vivo diffusion magnetic resonance imaging remote from the lesion site in rat spinal cord injury.,NEURAL,"Motovylyak A, Skinner NP, Schmit BD, Wilkins N, Kurpad SN, Budde MD,",*Journal of neurotrauma*,* [Longitudinal <i>In Vivo</i> Diffusion Magnetic Resonance Imaging Remote from the Lesion Site in Rat Spinal Cord Injury.](https://www.ncbi.nlm.nih.gov/pubmed/30259800)
deletion of tbk1 disrupts autophagy and reproduces behavioral and locomotor symptoms of ftd-als in mice.,tbk1 amyotrophic lateral sclerosis autophagy frontotemporal dementia p62,deletion of tbk1 disrupts autophagy and reproduces behavioral and locomotor symptoms of ftd-als in mice.,NEURAL,"Duan W, Guo M, Yi L, Zhang J, Bi Y, Liu Y, Li Y, Li Z, Ma Y, Zhang G, Liu Y, Song X, Li C,",*Aging*,* [Deletion of Tbk1 disrupts autophagy and reproduces behavioral and locomotor symptoms of FTD-ALS in mice.](https://www.ncbi.nlm.nih.gov/pubmed/31039129)
a rapid enhancement of locomotor sensitization to amphetamine by estradiol in female rats.,amphetamine estradiol locomotor sensitization ovarian hormones ovariectomy,a rapid enhancement of locomotor sensitization to amphetamine by estradiol in female rats.,NEURAL,"Zovkic IB, McCormick CM,",*Physiology & behavior*,* [A rapid enhancement of locomotor sensitization to amphetamine by estradiol in female rats.](https://www.ncbi.nlm.nih.gov/pubmed/29154785)
involvement of the gabaa receptor α subunit in the mode of action of etifoxine.,efx-binding mode gaba(a) receptors anxiolysis behavioral pharmacology bromazepam ( cid: 2441) diazepam ( cid: 3016) etifoxine etifoxine ( cid: 171544) α subunit,involvement of the gabaa receptor α subunit in the mode of action of etifoxine.,NEURAL,"Mattei C, Taly A, Soualah Z, Saulais O, Henrion D, Guérineau NC, Verleye M, Legros C,",*Pharmacological research*,* [Involvement of the GABAA receptor α subunit in the mode of action of etifoxine.](https://www.ncbi.nlm.nih.gov/pubmed/31059790)
"7,8-dihydroxyflavone blocks the development of behavioral sensitization to mdpv, but not to cocaine: differential role of the bdnf-trkb pathway.","7,8-dihydroxyflavone bdnf cocaine mdpv sensitization","7,8-dihydroxyflavone blocks the development of behavioral sensitization to mdpv, but not to cocaine: differential role of the bdnf-trkb pathway.",NEURAL,"Duart-Castells L, López-Arnau R, Vizcaíno S, Camarasa J, Pubill D, Escubedo E,",*Biochemical pharmacology*,"* [7,8-Dihydroxyflavone blocks the development of behavioral sensitization to MDPV, but not to cocaine: Differential role of the BDNF-TrkB pathway.](https://www.ncbi.nlm.nih.gov/pubmed/30738029)"
sex- and dose-dependent abuse liability of repeated subanesthetic ketamine in rats.,conditioned place preference deltafosb ketamine locomotor sensitization nucleus accumbens sex differences,sex- and dose-dependent abuse liability of repeated subanesthetic ketamine in rats.,NEURAL,"Schoepfer KJ, Strong CE, Saland SK, Wright KN, Kabbaj M,",*Physiology & behavior*,* [Sex- and dose-dependent abuse liability of repeated subanesthetic ketamine in rats.](https://www.ncbi.nlm.nih.gov/pubmed/29055748)
chemogenetic activation of orexin/hypocretin neurons ameliorates aging-induced changes in behavior and energy expenditure.,dreadd orexin aging energy expenditure spontaneous physical activity,chemogenetic activation of orexin/hypocretin neurons ameliorates aging-induced changes in behavior and energy expenditure.,NEURAL,"Stanojlovic M, Pallais Yllescas JP, Mavanji V, Kotz C,","*American journal of physiology. Regulatory, integrative and comparative physiology*",* [Chemogenetic activation of orexin/hypocretin neurons ameliorates aging-induced changes in behavior and energy expenditure.](https://www.ncbi.nlm.nih.gov/pubmed/30726119)
pectolinarigenin promotes functional recovery and inhibits apoptosis in rats following spinal cord injuries.,apoptosis pectolinarigenin spinal cord injury,pectolinarigenin promotes functional recovery and inhibits apoptosis in rats following spinal cord injuries.,NEURAL,"Wu B, Liang J,",*Experimental and therapeutic medicine*,* [Pectolinarigenin promotes functional recovery and inhibits apoptosis in rats following spinal cord injuries.](https://www.ncbi.nlm.nih.gov/pubmed/31007732)
"neuroprotective influence of sitagliptin against cisplatin-induced neurotoxicity, biochemical and behavioral alterations in wistar rats.",cisplatin locomotor pc12 cells rotarod sitagliptin tbars,"neuroprotective influence of sitagliptin against cisplatin-induced neurotoxicity, biochemical and behavioral alterations in wistar rats.",NEURAL,"Li Y, Zheng M, Sah SK, Mishra A, Singh Y,",*Molecular and cellular biochemistry*,"* [Neuroprotective influence of sitagliptin against cisplatin-induced neurotoxicity, biochemical and behavioral alterations in Wistar rats.](https://www.ncbi.nlm.nih.gov/pubmed/30446906)"
lysophosphatidic acid-induced increase in adult hippocampal neurogenesis facilitates the forgetting of cocaine-contextual memory.,lpa1 receptor antagonist ki16425 anxiety causal mediation analysis cell proliferation conditioned place preference (cpp),lysophosphatidic acid-induced increase in adult hippocampal neurogenesis facilitates the forgetting of cocaine-contextual memory.,NEURAL,"Ladrón de Guevara-Miranda D, Moreno-Fernández RD, Gil-Rodríguez S, Rosell-Valle C, Estivill-Torrús G, Serrano A, Pavón FJ, Rodríguez de Fonseca F, Santín LJ, Castilla-Ortega E,",*Addiction biology*,* [Lysophosphatidic acid-induced increase in adult hippocampal neurogenesis facilitates the forgetting of cocaine-contextual memory.](https://www.ncbi.nlm.nih.gov/pubmed/29480526)
protease-activated receptor-2 regulates glial scar formation via jnk signaling.,,protease-activated receptor-2 regulates glial scar formation via jnk signaling.,NEURAL,"Li TZ, Deng H, Liu Q, Xia YZ, Darwazeh R, Yan Y,",*Physiological research*,* [Protease-activated receptor-2 regulates glial scar formation via JNK signaling.](https://www.ncbi.nlm.nih.gov/pubmed/30628825)
neuronal kif5b deletion induces striatum-dependent locomotor impairments and defects in membrane presentation of dopamine d2 receptors.,kif5b axonal transport dopamine dopamine receptors locomotor response nigrostriatal pathway,neuronal kif5b deletion induces striatum-dependent locomotor impairments and defects in membrane presentation of dopamine d2 receptors.,NEURAL,"Cromberg LE, Saez TMM, Otero MG, Tomasella E, Alloatti M, Damianich A, Pozo Devoto V, Ferrario J, Gelman D, Rubinstein M, Falzone TL,",*Journal of neurochemistry*,* [Neuronal KIF5b deletion induces striatum-dependent locomotor impairments and defects in membrane presentation of dopamine D2 receptors.](https://www.ncbi.nlm.nih.gov/pubmed/30664247)
neural stem cell transplantation inhibits glial cell proliferation and p2x receptor-mediated neuropathic pain in spinal cord injury rats.,p2x4 receptor p2x7 receptor cell transplantation glial fibrillary acidic protein glial hyperplasia hind limb function microglial cells nerve regeneration neural regeneration neurofilament perception threshold sensory nerve function,neural stem cell transplantation inhibits glial cell proliferation and p2x receptor-mediated neuropathic pain in spinal cord injury rats.,NEURAL,"Du XJ, Chen YX, Zheng ZC, Wang N, Wang XY, Kong FE,",*Neural regeneration research*,* [Neural stem cell transplantation inhibits glial cell proliferation and P2X receptor-mediated neuropathic pain in spinal cord injury rats.](https://www.ncbi.nlm.nih.gov/pubmed/30688274)
"multipotent adult progenitor cells, but not tissue inhibitor of matrix metalloproteinase-3, increase tissue sparing and reduce urological complications following spinal cord injury.",mapc timp3 cell therapy neuroprotection spinal cord injury urinary tract infection,"multipotent adult progenitor cells, but not tissue inhibitor of matrix metalloproteinase-3, increase tissue sparing and reduce urological complications following spinal cord injury.",NEURAL,"Jones JM, DePaul MA, Gregory CR, Lang BT, Xie H, Zhu M, Rutten MJ, Mays RW, Busch SA, Pati S, Gregory KW,",*Journal of neurotrauma*,"* [Multipotent Adult Progenitor Cells, but Not Tissue Inhibitor of Matrix Metalloproteinase-3, Increase Tissue Sparing and Reduce Urological Complications following Spinal Cord Injury.](https://www.ncbi.nlm.nih.gov/pubmed/30251917)"
spinal cord injury by clip-compression induces anxiety and depression-like behaviours in female rats: the role of the inflammatory response.,anxiety behaviour cytokines depression inflammation spinal cord injury,spinal cord injury by clip-compression induces anxiety and depression-like behaviours in female rats: the role of the inflammatory response.,NEURAL,"do Espírito Santo CC, da Silva Fiorin F, Ilha J, Duarte MMMF, Duarte T, Santos ARS,","*Brain, behavior, and immunity*",* [Spinal cord injury by clip-compression induces anxiety and depression-like behaviours in female rats: The role of the inflammatory response.](https://www.ncbi.nlm.nih.gov/pubmed/30659938)
complex i syndrome in striatum and frontal cortex in a rat model of parkinson disease.,brain mitochondria complex i h(2)o(2) production mitochondrial nos activity no production rotenone,complex i syndrome in striatum and frontal cortex in a rat model of parkinson disease.,NEURAL,"Valdez LB, Zaobornyj T, Bandez MJ, López-Cepero JM, Boveris A, Navarro A,",*Free radical biology & medicine*,* [Complex I syndrome in striatum and frontal cortex in a rat model of Parkinson disease.](https://www.ncbi.nlm.nih.gov/pubmed/30862545)
neuroinflammation and adult hippocampal neurogenesis in neuropathic pain and alkyl glycerol ethers treatment in aged mice.,,neuroinflammation and adult hippocampal neurogenesis in neuropathic pain and alkyl glycerol ethers treatment in aged mice.,NEURAL,"Tyrtyshnaia A, Manzhulo I, Kipryushina Y, Ermolenko E,",*International journal of molecular medicine*,* [Neuroinflammation and adult hippocampal neurogenesis in neuropathic pain and alkyl glycerol ethers treatment in aged mice.](https://www.ncbi.nlm.nih.gov/pubmed/30896810)
serum and cerebrospinal fluid tau protein level as biomarkers for evaluating acute spinal cord injury severity and motor function outcome.,beattie and bresnahan locomotor rating scale; neural regeneration nerve regeneration; spinal cord injury; tau; injury severity; outcome; cerebrospinal fluid; serum; biomarker; basso,serum and cerebrospinal fluid tau protein level as biomarkers for evaluating acute spinal cord injury severity and motor function outcome.,NEURAL,"Tang Y, Liu HL, Min LX, Yuan HS, Guo L, Han PB, Lu YX, Zhong JF, Wang DL,",*Neural regeneration research*,* [Serum and cerebrospinal fluid tau protein level as biomarkers for evaluating acute spinal cord injury severity and motor function outcome.](https://www.ncbi.nlm.nih.gov/pubmed/30688276)
locomotion-dependent remapping of distributed cortical networks.,,locomotion-dependent remapping of distributed cortical networks.,NEURAL,"Clancy KB, Orsolic I, Mrsic-Flogel TD,",*Nature neuroscience*,* [Locomotion-dependent remapping of distributed cortical networks.](https://www.ncbi.nlm.nih.gov/pubmed/30858604)
"old age increases microglial senescence, exacerbates secondary neuroinflammation, and worsens neurological outcomes after acute traumatic brain injury in mice.",aging behavior microglia neuroinflammation traumatic brain injury,"old age increases microglial senescence, exacerbates secondary neuroinflammation, and worsens neurological outcomes after acute traumatic brain injury in mice.",NEURAL,"Ritzel RM, Doran SJ, Glaser EP, Meadows VE, Faden AI, Stoica BA, Loane DJ,",*Neurobiology of aging*,"* [Old age increases microglial senescence, exacerbates secondary neuroinflammation, and worsens neurological outcomes after acute traumatic brain injury in mice.](https://www.ncbi.nlm.nih.gov/pubmed/30904769)"
ago2 and dicer1 are involved in meth-induced locomotor sensitization in mice via biogenesis of mirna.,ago2 dicer1 methamphetamine microrna nucleus accumbens,ago2 and dicer1 are involved in meth-induced locomotor sensitization in mice via biogenesis of mirna.,NEURAL,"Liu D, Zhu L, Ni T, Guan FL, Chen YJ, Ma DL, Goh ELK, Chen T,",*Addiction biology*,* [Ago2 and Dicer1 are involved in METH-induced locomotor sensitization in mice via biogenesis of miRNA.](https://www.ncbi.nlm.nih.gov/pubmed/29516602)
anticonvulsant activity of pterostilbene in zebrafish and mouse acute seizure tests.,depression mice pterostilbene seizures side effects zebrafish,anticonvulsant activity of pterostilbene in zebrafish and mouse acute seizure tests.,NEURAL,"Nieoczym D, Socała K, Gawel K, Esguerra CV, Wyska E, Wlaź P,",*Neurochemical research*,* [Anticonvulsant Activity of Pterostilbene in Zebrafish and Mouse Acute Seizure Tests.](https://www.ncbi.nlm.nih.gov/pubmed/30689162)
identifying the neural correlates of doorway freezing in parkinson's disease.,parkinson's disease freezing of gait functional magnetic resonance imaging hyperdirect pathway presupplementary motor area subthalamic nucleus,identifying the neural correlates of doorway freezing in parkinson's disease.,NEURAL,"Matar E, Shine JM, Gilat M, Ehgoetz Martens KA, Ward PB, Frank MJ, Moustafa AA, Naismith SL, Lewis SJG,",*Human brain mapping*,* [Identifying the neural correlates of doorway freezing in Parkinson's disease.](https://www.ncbi.nlm.nih.gov/pubmed/30637883)
pigment epithelium-derived factor promotes axon regeneration and functional recovery after spinal cord injury.,axon regeneration cns dorsal root ganglia neurons neurite outgrowth pedf serum withdrawal spinal cord injury,pigment epithelium-derived factor promotes axon regeneration and functional recovery after spinal cord injury.,NEURAL,"Stevens AR, Ahmed U, Vigneswara V, Ahmed Z,",*Molecular neurobiology*,* [Pigment Epithelium-Derived Factor Promotes Axon Regeneration and Functional Recovery After Spinal Cord Injury.](https://www.ncbi.nlm.nih.gov/pubmed/31049830)
different visual stimuli affect muscle activation at the knee during sidestepping.,acl emg sidestep biomechanics cutting injury,different visual stimuli affect muscle activation at the knee during sidestepping.,NEURAL,"Lee MJC, Lloyd DG, Lay BS, Bourke PD, Alderson JA,",*Journal of sports sciences*,* [Different visual stimuli affect muscle activation at the knee during sidestepping.](https://www.ncbi.nlm.nih.gov/pubmed/30449252)
behavioral effects evoked by the beta globin-derived nonapeptide lvv-h6.,anxiety depression emotional stress hemoglobin hemorphin lvv-h6 opioid oxytocin,behavioral effects evoked by the beta globin-derived nonapeptide lvv-h6.,NEURAL,"da Cruz KR, Ianzer D, Turones LC, Reis LL, Camargo-Silva G, Mendonça MM, da Silva ES, Pedrino GR, de Castro CH, Costa EA, Xavier CH,",*Peptides*,* [Behavioral effects evoked by the beta globin-derived nonapeptide LVV-H6.](https://www.ncbi.nlm.nih.gov/pubmed/30890354)
effects of disease-afflicted and aging neurons on the musculoskeletal system.,aging diseases motor neurons neuromuscular junction sensory neurons sympathetic neurons synapse,effects of disease-afflicted and aging neurons on the musculoskeletal system.,NEURAL,"Valdez G,",*Bone*,* [Effects of disease-afflicted and aging neurons on the musculoskeletal system.](https://www.ncbi.nlm.nih.gov/pubmed/30695738)
enhanced social dominance and altered neuronal excitability in the prefrontal cortex of male kcc2b mutant mice.,gaba autism dominance excitatory inhibitory social,enhanced social dominance and altered neuronal excitability in the prefrontal cortex of male kcc2b mutant mice.,NEURAL,"Anacker AMJ, Moran JT, Santarelli S, Forsberg CG, Rogers TD, Stanwood GD, Hall BJ, Delpire E, Veenstra-VanderWeele J, Saxe MD,",*Autism research : official journal of the International Society for Autism Research*,* [Enhanced Social Dominance and Altered Neuronal Excitability in the Prefrontal Cortex of Male KCC2b Mutant Mice.](https://www.ncbi.nlm.nih.gov/pubmed/30977597)
individual knock out of glycine receptor alpha subunits identifies a specific requirement of glra1 for motor function in zebrafish.,,individual knock out of glycine receptor alpha subunits identifies a specific requirement of glra1 for motor function in zebrafish.,NEURAL,"Samarut E, Chalopin D, Riché R, Allard M, Liao M, Drapeau P,",*PloS one*,* [Individual knock out of glycine receptor alpha subunits identifies a specific requirement of glra1 for motor function in zebrafish.](https://www.ncbi.nlm.nih.gov/pubmed/31048868)
decoupled epineurial and axonal deformation in mouse median and ulnar nerves.,brainbow mouse axon bands of fontana biomechanics peripheral nerve,decoupled epineurial and axonal deformation in mouse median and ulnar nerves.,NEURAL,"Sung J, Sikora-Klak J, Adachi SY, Orozco E, Shah SB,",*Muscle & nerve*,* [Decoupled epineurial and axonal deformation in mouse median and ulnar nerves.](https://www.ncbi.nlm.nih.gov/pubmed/30697763)
time course of diffusion tensor imaging metrics in the chronic spinal cord compression rat model.,diffusion tensor imaging spinal cord compression spinal cord injury,time course of diffusion tensor imaging metrics in the chronic spinal cord compression rat model.,NEURAL,"Zheng W, Xu F, Chen H, Wang N, Xiao W, Liang Y, Wen S,","*Acta radiologica (Stockholm, Sweden : 1987)*",* [Time course of diffusion tensor imaging metrics in the chronic spinal cord compression rat model.](https://www.ncbi.nlm.nih.gov/pubmed/30142996)
a mechanoelectrical coupling model of neurons under stretching.,biomechanics cable theory electrophysiology h-h model neuron diseases,a mechanoelectrical coupling model of neurons under stretching.,NEURAL,"Tian J, Huang G, Lin M, Qiu J, Sha B, Lu TJ, Xu F,",*Journal of the mechanical behavior of biomedical materials*,* [A mechanoelectrical coupling model of neurons under stretching.](https://www.ncbi.nlm.nih.gov/pubmed/30826698)
loss of inhibitory synapses causes locomotor network dysfunction of the rat spinal cord during prolonged maintenance in vitro.,fictive locomotion locomotor networks loss of inhibitory synapses motoneurons network plasticity spinal cord preparation in vitro,loss of inhibitory synapses causes locomotor network dysfunction of the rat spinal cord during prolonged maintenance in vitro.,NEURAL,"Petrovic A, Veeraraghavan P, Olivieri D, Nistri A, Jurcic N, Mladinic M,",*Brain research*,* [Loss of inhibitory synapses causes locomotor network dysfunction of the rat spinal cord during prolonged maintenance in vitro.](https://www.ncbi.nlm.nih.gov/pubmed/30578767)
astaxanthin ameliorates scopolamine-induced spatial memory deficit via reduced cortical-striato-hippocampal oxidative stress.,antioxidant cholinergic neurotransmission hippocampus spatial memory,astaxanthin ameliorates scopolamine-induced spatial memory deficit via reduced cortical-striato-hippocampal oxidative stress.,NEURAL,"Al-Amin MM, Mahmud W, Pervin MS, Ridwanul Islam SM, Ashikur Rahman M, Zinchenko A,",*Brain research*,* [Astaxanthin ameliorates scopolamine-induced spatial memory deficit via reduced cortical-striato-hippocampal oxidative stress.](https://www.ncbi.nlm.nih.gov/pubmed/30552898)
zebrafish exposure to diphenyl diselenide-loaded polymeric nanocapsules caused no behavioral impairments and brain oxidative stress.,nanoparticles nanotoxicology novelty paradigm organoselenium compounds zebrafish,zebrafish exposure to diphenyl diselenide-loaded polymeric nanocapsules caused no behavioral impairments and brain oxidative stress.,NEURAL,"Ferreira LM, da Rosa LVC, Müller TE, de Menezes CC, Marcondes Sari MH, Loro VL, Nogueira CW, Rosemberg DB, Cruz L,",*Journal of trace elements in medicine and biology : organ of the Society for Minerals and Trace Elements (GMS)*,* [Zebrafish exposure to diphenyl diselenide-loaded polymeric nanocapsules caused no behavioral impairments and brain oxidative stress.](https://www.ncbi.nlm.nih.gov/pubmed/30910208)
blockade of muscarinic acetylcholine receptors facilitates motivated behaviour and rescues a model of antipsychotic-induced amotivation.,,blockade of muscarinic acetylcholine receptors facilitates motivated behaviour and rescues a model of antipsychotic-induced amotivation.,NEURAL,"Hailwood JM, Heath CJ, Phillips BU, Robbins TW, Saksida LM, Bussey TJ,",*Neuropsychopharmacology : official publication of the American College of Neuropsychopharmacology*,* [Blockade of muscarinic acetylcholine receptors facilitates motivated behaviour and rescues a model of antipsychotic-induced amotivation.](https://www.ncbi.nlm.nih.gov/pubmed/30478410)
optimal satellite rod constructs to mitigate rod failure following pedicle subtraction osteotomy (pso): a finite element study.,biomechanics finite element analysis multirod constructs pedicle subtraction osteotomy rod fracture satellite rods spine,optimal satellite rod constructs to mitigate rod failure following pedicle subtraction osteotomy (pso): a finite element study.,ORTHOPAEDICS/SPINE,"Seyed Vosoughi A, Joukar A, Kiapour A, Parajuli D, Agarwal AK, Goel VK, Zavatsky J,",*The spine journal : official journal of the North American Spine Society*,* [Optimal satellite rod constructs to mitigate rod failure following pedicle subtraction osteotomy (PSO): a finite element study.](https://www.ncbi.nlm.nih.gov/pubmed/30414992)
factors influencing physiotherapists' attitudes and beliefs toward chronic low back pain: impact of a care network belonging.,physiotherapist beliefs biomechanical biopsychosocial chronic low back pain,factors influencing physiotherapists' attitudes and beliefs toward chronic low back pain: impact of a care network belonging.,ORTHOPAEDICS/SPINE,"Petit A, Begue C, Richard I, Roquelaure Y,",*Physiotherapy theory and practice*,* [Factors influencing physiotherapists' attitudes and beliefs toward chronic low back pain: Impact of a care network belonging.](https://www.ncbi.nlm.nih.gov/pubmed/29521556)
controlled immobilization-traction based on intervertebral stability is conducive to the regeneration or repair of the degenerative disc: an in vivo study on the rat coccygeal model.,biomechanics immobilization-traction intervertebral disc degeneration rat model regeneration remodeling,controlled immobilization-traction based on intervertebral stability is conducive to the regeneration or repair of the degenerative disc: an in vivo study on the rat coccygeal model.,ORTHOPAEDICS/SPINE,"Che YJ, Guo JB, Liang T, Chen X, Zhang W, Yang HL, Luo ZP,",*The spine journal : official journal of the North American Spine Society*,* [Controlled immobilization-traction based on intervertebral stability is conducive to the regeneration or repair of the degenerative disc: an in vivo study on the rat coccygeal model.](https://www.ncbi.nlm.nih.gov/pubmed/30399448)
dual mobility device reduces the risk of prosthetic hip instability for patients with degenerated spine: a case-control study.,dual mobility cup instability pelvic incidence spine degeneration spine-hip relation total hip replacement,dual mobility device reduces the risk of prosthetic hip instability for patients with degenerated spine: a case-control study.,ORTHOPAEDICS/SPINE,"Dagneaux L, Marouby S, Maillot C, Canovas F, Rivière C,","*Orthopaedics & traumatology, surgery & research : OTSR*",* [Dual mobility device reduces the risk of prosthetic hip instability for patients with degenerated spine: A case-control study.](https://www.ncbi.nlm.nih.gov/pubmed/30594599)
novel compression rat model for developmental spinal stenosis.,circumferential compression developmental spinal stenosis rat model,novel compression rat model for developmental spinal stenosis.,ORTHOPAEDICS/SPINE,"Cheung PWH, Hu Y, Cheung JPY,",*Journal of orthopaedic research : official publication of the Orthopaedic Research Society*,* [Novel compression rat model for developmental spinal stenosis.](https://www.ncbi.nlm.nih.gov/pubmed/30644588)
lumbar arthroplasty core herniation presenting with cauda equina syndrome: case report of a rare complication.,cauda equina syndrome herniated artificial disc lumbar arthroplasty lumbar artificial disc total disc replacement,lumbar arthroplasty core herniation presenting with cauda equina syndrome: case report of a rare complication.,ORTHOPAEDICS/SPINE,"Elswick CM, Ahmed HM,","*Operative neurosurgery (Hagerstown, Md.)*",* [Lumbar Arthroplasty Core Herniation Presenting With Cauda Equina Syndrome: Case Report of a Rare Complication.](https://www.ncbi.nlm.nih.gov/pubmed/30099564)
iliac screws may not be necessary in long-segment constructs with l5-s1 anterior lumbar interbody fusion: cadaveric study of stability and instrumentation strain.,anterior lumbar interbody fusion biomechanics iliac screws long-segment constructs lumbosacral junction pelvic fixation rod strain sacral screw strain spinal deformity transforaminal interbody fusion,iliac screws may not be necessary in long-segment constructs with l5-s1 anterior lumbar interbody fusion: cadaveric study of stability and instrumentation strain.,ORTHOPAEDICS/SPINE,"Hlubek RJ, Godzik J, Newcomb AGUS, Lehrman JN, de Andrada B, Bohl MA, Farber SH, Kelly BP, Turner JD,",*The spine journal : official journal of the North American Spine Society*,* [Iliac screws may not be necessary in long-segment constructs with L5-S1 anterior lumbar interbody fusion: cadaveric study of stability and instrumentation strain.](https://www.ncbi.nlm.nih.gov/pubmed/30419290)
lumbar stability in healthy individuals and low back pain patients quantified by wall plank-and-roll test.,,lumbar stability in healthy individuals and low back pain patients quantified by wall plank-and-roll test.,ORTHOPAEDICS/SPINE,"Lee J, Yoon C, Kim K, Cho M, Kim HC, Chung SG,","*PM & R : the journal of injury, function, and rehabilitation*",* [Lumbar Stability in Healthy Individuals and Low Back Pain Patients Quantified by Wall Plank-and-Roll Test.](https://www.ncbi.nlm.nih.gov/pubmed/30031964)
a biomechanical analysis of lateral interbody construct and supplemental fixation in adjacent segment disease of the lumbar spine.,asd adjacent segment disease lateral lumbar interbody fusion lumbar spine,a biomechanical analysis of lateral interbody construct and supplemental fixation in adjacent segment disease of the lumbar spine.,ORTHOPAEDICS/SPINE,"McMains MC, Jain N, Malik AT, Cerier E, Litsky AS, Yu E,",*World neurosurgery*,* [A Biomechanical Analysis of Lateral Interbody Construct and Supplemental Fixation in Adjacent Segment Disease of The Lumbar Spine.](https://www.ncbi.nlm.nih.gov/pubmed/31059851)
biomechanical evaluation of traditional posterior versus anterior spondylolisthesis reduction in a cadaveric grade i slip model.,alif = anterior lumbar interbody fusion ap = anterior-posterior bps = bilateral pedicle screw bps+s = bps with an anterior spacer isr = integrated spacer with a built-in reduction mechanism tlif = transforaminal lumbar interbody fusion biomechanical cadaveric degenerative disc disease interbody lumbar fusion spondylolisthesis,biomechanical evaluation of traditional posterior versus anterior spondylolisthesis reduction in a cadaveric grade i slip model.,ORTHOPAEDICS/SPINE,"Hitchon PW, Mahoney JM, Harris JA, Hussain MM, Klocke NF, Hao JC, Drazin D, Bucklen BS,",*Journal of neurosurgery. Spine*,* [Biomechanical evaluation of traditional posterior versus anterior spondylolisthesis reduction in a cadaveric grade I slip model.](https://www.ncbi.nlm.nih.gov/pubmed/31051462)
multi-segment spine range of motion in dancers with and without recent low back pain.,biomechanics dance gait injury prevention,multi-segment spine range of motion in dancers with and without recent low back pain.,ORTHOPAEDICS/SPINE,"Swain CTV, Bradshaw EJ, Ekegren CL, Orishimo KF, Kremenic IJ, Liederbach M, Hagins M,",*Gait & posture*,* [Multi-segment spine range of motion in dancers with and without recent low back pain.](https://www.ncbi.nlm.nih.gov/pubmed/30825672)
