title,keywords,abstract,authors,journal,links,raw_title,mindate,maxdate,BERT_input
Association falling direction age older patients hip fractures.,"accidental fall, aged, aged, 80 and over, japan, osteoporotic fractures","Incidence fall-related hip fractures old patients aged 85 years reported higher old patients aged 65 84 years; however, known studies reported differences age groups respect falling situation.","Morikawa M, Urabe Y, Maeda N, Suzuki Y, Junpei S, Kobayashi T, Shirakawa T,",Zeitschrift fur Gerontologie und Geriatrie,"[URL=""https://www.ncbi.nlm.nih.gov/pubmed/33296014""]Association falling direction age older patients hip fractures.[/URL]",Association between falling direction and age in older patients with hip fractures.,12/09/2020,12/17/2020,"Association falling direction age older patients hip fractures. Incidence fall-related hip fractures old patients aged 85 years reported higher old patients aged 65 84 years; however, known studies reported differences age groups respect falling situation."
Towards predictive simulation brace action adolescent idiopathic scoliosis.,"spine deformity, biomechanics, finite element modelling, orthosis","Bracing common treatment stop progression adolescent idiopathic scoliosis. finite element modeling could help improve brace design, model validation still challenge. work, clinical relevance predictive subject-specific model bracing evaluated forty-six ais patients. model reproduces brace action patient's spinopelvic adjustments keep balance. model simulated 70% patients geometrical parameters within preselected tolerance level. although model simulation sagittal plane could improved, approach promising realistic predictive simulation brace action.","Vergari C, Chen Z, Robichon L, Courtois I, Ebermeyer E, Vialle R, Langlais T, Pietton R, Skalli W,",Computer methods in biomechanics and biomedical engineering,"[URL=""https://www.ncbi.nlm.nih.gov/pubmed/33295806""]Towards predictive simulation brace action adolescent idiopathic scoliosis.[/URL]",Towards a predictive simulation of brace action in adolescent idiopathic scoliosis.,12/09/2020,12/17/2020,"Towards predictive simulation brace action adolescent idiopathic scoliosis. Bracing common treatment stop progression adolescent idiopathic scoliosis. finite element modeling could help improve brace design, model validation still challenge. work, clinical relevance predictive subject-specific model bracing evaluated forty-six ais patients. model reproduces brace action patient's spinopelvic adjustments keep balance. model simulated 70% patients geometrical parameters within preselected tolerance level. although model simulation sagittal plane could improved, approach promising realistic predictive simulation brace action."
Association parturition scars pelvic shape: geometric morphometric study.,"childbirth, geometric morphometrics, parturition scars, preauricular sulcus, retroverted acetabulum","Pelvic features, mostly known parturition scars, extensively studied last decades frequently investigated archaeological forensic contexts. still unclear, however, whether really relate pregnancy birth, whether features caused biomechanical factors. length difficulty labor correlates form birth canal, studied association expression pelvic features pelvic shape using geometric morphometrics.","Waltenberger L, Pany-Kucera D, Rebay-Salisbury K, Mitteroecker P,",American journal of physical anthropology,"[URL=""https://www.ncbi.nlm.nih.gov/pubmed/33295660""]Association parturition scars pelvic shape: geometric morphometric study.[/URL]",The association of parturition scars and pelvic shape: A geometric morphometric study.,12/09/2020,12/17/2020,"Association parturition scars pelvic shape: geometric morphometric study. Pelvic features, mostly known parturition scars, extensively studied last decades frequently investigated archaeological forensic contexts. still unclear, however, whether really relate pregnancy birth, whether features caused biomechanical factors. length difficulty labor correlates form birth canal, studied association expression pelvic features pelvic shape using geometric morphometrics."
Bmaa mclr interact modulate behavior exacerbate molecular changes related neurodegeneration larval zebrafish.,"behavior, cyanotoxins, mixtures, proteomics, zebrafish","Exposure toxins produced cyanobacteria (i.e., cyanotoxins) emerging health concern due increasing prevalence previous associations neurodegenerative diseases including amyotrophic lateral sclerosis (als). objective study evaluate neurotoxic effects mixture two co-occurring cyanotoxins, β-methylamino-l-alanine (bmaa) microcystin leucine arginine (mclr), using larval zebrafish model. combined high-throughput behavior-based toxicity assays discovery proteomic techniques identify behavioral molecular changes following 6 days exposure. neither toxin caused mortality, morphological defects, altered general locomotor behavior zebrafish larvae, toxins increased acoustic startle sensitivity dose-dependent manner least 40% (p","Martin RM, Bereman MS, Marsden KC,",Toxicological sciences : an official journal of the Society of Toxicology,"[URL=""https://www.ncbi.nlm.nih.gov/pubmed/33295630""]Bmaa mclr interact modulate behavior exacerbate molecular changes related neurodegeneration larval zebrafish.[/URL]",BMAA and MCLR interact to modulate behavior and exacerbate molecular changes related to neurodegeneration in larval zebrafish.,12/09/2020,12/17/2020,"Bmaa mclr interact modulate behavior exacerbate molecular changes related neurodegeneration larval zebrafish. Exposure toxins produced cyanobacteria (i.e., cyanotoxins) emerging health concern due increasing prevalence previous associations neurodegenerative diseases including amyotrophic lateral sclerosis (als). objective study evaluate neurotoxic effects mixture two co-occurring cyanotoxins, β-methylamino-l-alanine (bmaa) microcystin leucine arginine (mclr), using larval zebrafish model. combined high-throughput behavior-based toxicity assays discovery proteomic techniques identify behavioral molecular changes following 6 days exposure. neither toxin caused mortality, morphological defects, altered general locomotor behavior zebrafish larvae, toxins increased acoustic startle sensitivity dose-dependent manner least 40% (p"
"Limb work joint work minimization reveal energetic benefit elbows-back, knees-forward limb design parasagittal quadrupeds.","elbow, gait, knee, posture, quadruped, work","Quadrupedal animal locomotion energetically costly. explore two forms mechanical work may relevant imposing physiological demands. limb work, due forces velocities stance foot centre mass, could theoretically zero given vertical limb forces horizontal centre mass path. prevent pitching, skewed vertical force profiles would required, forelimb forces high late stance hindlimb forces high early stance. contrast, joint work-the positive mechanical work performed limb joints-would reduced forces directed hip shoulder joints. measured quadruped kinetics show features consistent compromised reduction forms work, suggesting degree of, perfect, inter-joint energy transfer. elbows-back, knees-forward design reduces joint work demand low limb-work, skewed, vertical force profile. geometry allows periods high force supported distal segment near vertical, imposing low moments elbow knee, shoulder hip avoids high joint power despite high moments proximal segment barely rotates-translation period due rotation distal segment.","Usherwood JR, Granatosky MC,",Proceedings. Biological sciences,"[URL=""https://www.ncbi.nlm.nih.gov/pubmed/33290670""]Limb work joint work minimization reveal energetic benefit elbows-back, knees-forward limb design parasagittal quadrupeds.[/URL]","Limb work and joint work minimization reveal an energetic benefit to the elbows-back, knees-forward limb design in parasagittal quadrupeds.",12/09/2020,12/17/2020,"Limb work joint work minimization reveal energetic benefit elbows-back, knees-forward limb design parasagittal quadrupeds. Quadrupedal animal locomotion energetically costly. explore two forms mechanical work may relevant imposing physiological demands. limb work, due forces velocities stance foot centre mass, could theoretically zero given vertical limb forces horizontal centre mass path. prevent pitching, skewed vertical force profiles would required, forelimb forces high late stance hindlimb forces high early stance. contrast, joint work-the positive mechanical work performed limb joints-would reduced forces directed hip shoulder joints. measured quadruped kinetics show features consistent compromised reduction forms work, suggesting degree of, perfect, inter-joint energy transfer. elbows-back, knees-forward design reduces joint work demand low limb-work, skewed, vertical force profile. geometry allows periods high force supported distal segment near vertical, imposing low moments elbow knee, shoulder hip avoids high joint power despite high moments proximal segment barely rotates-translation period due rotation distal segment."
Mechanical immunoengineering cells therapeutic applications.,,"Conspectust cells, key component adaptive immunity, central many immunotherapeutic modalities aimed treating various diseases including cancer, infectious diseases, autoimmune disorders. past decade witnessed tremendous progress immunotherapy, aims activation suppression immune responses disease treatments. strikingly, cancer immunotherapy led curative responses fraction patients relapsed refractory cancers. however, extending clinical benefits majority cancer patients remains challenging. order improve efficacy safety cell-based immunotherapies, significant effort devoted modulating biochemical signals enhance cell proliferation, effector functions, longevity. strategies include discovery new immune checkpoints, design armored chimeric antigen receptor (car) cells, targeted delivery stimulatory cytokines on.despite intense global research effort developing novel cancer immunotherapies, major dimension interactions cancer immune system, biomechanical aspect, largely underappreciated. throughout lifecycle, cells constantly survey multitude organs tissues experience diverse biomechanical environments, shear force blood flow broad range tissue stiffness. furthermore, biomechanical properties tissues cells may altered disease inflammation. biomechanical cues, including passive mechanical cues active mechanical forces, shown govern cell development, activation, migration, differentiation, effector functions. words, cells sense, respond to, adapt passive mechanical cues active mechanical forces.biomechanical cues intensively studied fundamental level yet extensively incorporated design immunotherapies. nonetheless, growing knowledge cell mechanobiology formed basis development novel engineering strategies mechanically modulate cell immunity, nascent field termed ""mechanical immunoengineering"". mechanical immunoengineering exploits biomechanical cues (e.g., stiffness external forces) modulate cell differentiation, proliferation, effector functions, etc., diagnostic therapeutic applications. provides additional dimension, complementary traditional modulation biochemical cues (e.g., antigen density co-stimulatory signals), tailor cell immune responses enhance therapeutic outcomes. example, stiff antigen-presenting matrices shown enhance cell proliferation independently intensity biochemical stimulatory signals. current strategies mechanical immunoengineering cells categorized two major fields including passive mechanical cue-oriented active force-oriented strategies. account, first present brief overview cell mechanobiology. next, summarize recent advances mechanical immunoengineering, discuss roles chemistry material science development engineering strategies, highlight potential therapeutic applications. finally, present perspective future directions mechanical immunoengineering critical steps translate mechanical immunoengineering strategies therapeutic applications clinic.","Lei K, Kurum A, Tang L,",Accounts of chemical research,"[URL=""https://www.ncbi.nlm.nih.gov/pubmed/33258577""]Mechanical immunoengineering cells therapeutic applications.[/URL]",Mechanical Immunoengineering of T cells for Therapeutic Applications.,12/09/2020,12/17/2020,"Mechanical immunoengineering cells therapeutic applications. Conspectust cells, key component adaptive immunity, central many immunotherapeutic modalities aimed treating various diseases including cancer, infectious diseases, autoimmune disorders. past decade witnessed tremendous progress immunotherapy, aims activation suppression immune responses disease treatments. strikingly, cancer immunotherapy led curative responses fraction patients relapsed refractory cancers. however, extending clinical benefits majority cancer patients remains challenging. order improve efficacy safety cell-based immunotherapies, significant effort devoted modulating biochemical signals enhance cell proliferation, effector functions, longevity. strategies include discovery new immune checkpoints, design armored chimeric antigen receptor (car) cells, targeted delivery stimulatory cytokines on.despite intense global research effort developing novel cancer immunotherapies, major dimension interactions cancer immune system, biomechanical aspect, largely underappreciated. throughout lifecycle, cells constantly survey multitude organs tissues experience diverse biomechanical environments, shear force blood flow broad range tissue stiffness. furthermore, biomechanical properties tissues cells may altered disease inflammation. biomechanical cues, including passive mechanical cues active mechanical forces, shown govern cell development, activation, migration, differentiation, effector functions. words, cells sense, respond to, adapt passive mechanical cues active mechanical forces.biomechanical cues intensively studied fundamental level yet extensively incorporated design immunotherapies. nonetheless, growing knowledge cell mechanobiology formed basis development novel engineering strategies mechanically modulate cell immunity, nascent field termed ""mechanical immunoengineering"". mechanical immunoengineering exploits biomechanical cues (e.g., stiffness external forces) modulate cell differentiation, proliferation, effector functions, etc., diagnostic therapeutic applications. provides additional dimension, complementary traditional modulation biochemical cues (e.g., antigen density co-stimulatory signals), tailor cell immune responses enhance therapeutic outcomes. example, stiff antigen-presenting matrices shown enhance cell proliferation independently intensity biochemical stimulatory signals. current strategies mechanical immunoengineering cells categorized two major fields including passive mechanical cue-oriented active force-oriented strategies. account, first present brief overview cell mechanobiology. next, summarize recent advances mechanical immunoengineering, discuss roles chemistry material science development engineering strategies, highlight potential therapeutic applications. finally, present perspective future directions mechanical immunoengineering critical steps translate mechanical immunoengineering strategies therapeutic applications clinic."
Fingerprint ridges allow primates regulate grip.,"capillary evaporation, epidermal ridge function, finger pad friction, moisture regulation","Fingerprints unique primates koalas advantages features hands feet provide us compared smooth pads carnivorans, e.g., feline ursine species? argued epidermal ridges finger pads decrease friction contact smooth surfaces, promote interlocking rough surfaces, channel excess water, prevent blistering, enhance tactile sensitivity. here, found origin moisture-regulating mechanism, ensures optimal hydration keratin layer skin maximizing friction reducing probability catastrophic slip due hydrodynamic formation fluid layer. contact impermeable surfaces, occlusion sweat pores ridges promotes plasticization skin, dramatically increasing friction. occlusion external moisture could cause excess water would defeat natural hydration balance. however, demonstrated using femtosecond laser-based polarization-tunable terahertz wave spectroscopic imaging infrared optical coherence tomography moisture regulation may explained combination microfluidic capillary evaporation mechanism sweat pore blocking mechanism. results maintaining optimal amount moisture furrows maximizes friction irrespective whether finger pad initially wet dry. thus, abundant low-flow sweat glands epidermal furrows provided primates evolutionary advantage dry wet conditions manipulative locomotive abilities available animals.","Yum SM, Baek IK, Hong D, Kim J, Jung K, Kim S, Eom K, Jang J, Kim S, Sattorov M, Lee MG, Kim S, Adams MJ, Park GS,",Proceedings of the National Academy of Sciences of the United States of America,"[URL=""https://www.ncbi.nlm.nih.gov/pubmed/33257543""]Fingerprint ridges allow primates regulate grip.[/URL]",Fingerprint ridges allow primates to regulate grip.,12/09/2020,12/17/2020,"Fingerprint ridges allow primates regulate grip. Fingerprints unique primates koalas advantages features hands feet provide us compared smooth pads carnivorans, e.g., feline ursine species? argued epidermal ridges finger pads decrease friction contact smooth surfaces, promote interlocking rough surfaces, channel excess water, prevent blistering, enhance tactile sensitivity. here, found origin moisture-regulating mechanism, ensures optimal hydration keratin layer skin maximizing friction reducing probability catastrophic slip due hydrodynamic formation fluid layer. contact impermeable surfaces, occlusion sweat pores ridges promotes plasticization skin, dramatically increasing friction. occlusion external moisture could cause excess water would defeat natural hydration balance. however, demonstrated using femtosecond laser-based polarization-tunable terahertz wave spectroscopic imaging infrared optical coherence tomography moisture regulation may explained combination microfluidic capillary evaporation mechanism sweat pore blocking mechanism. results maintaining optimal amount moisture furrows maximizes friction irrespective whether finger pad initially wet dry. thus, abundant low-flow sweat glands epidermal furrows provided primates evolutionary advantage dry wet conditions manipulative locomotive abilities available animals."
Effects manual material handling workload measures fall risk.,"slips, trips, and falls, fatigue, manual material handling","Occupational applications found, contrary expectations, performing fatiguing simulated heavy manual material handling (mmh) task adversely affect risk trip-induced falls compared less-fatiguing light mmh task. however, considering mmh tasks together rather comparison, results provide evidence adverse effects fatigue gait ability recover balance tripping. current results provide additional evidence physical fatigue increases fall risk, start clarify mechanisms increase occurs, help developing evaluating fall prevention strategies targeting mechanisms.","Allin LJ, Madigan ML,",IISE transactions on occupational ergonomics and human factors,"[URL=""https://www.ncbi.nlm.nih.gov/pubmed/33190617""]Effects manual material handling workload measures fall risk.[/URL]",Effects of Manual Material Handling Workload on Measures of Fall Risk.,12/09/2020,12/17/2020,"Effects manual material handling workload measures fall risk. Occupational applications found, contrary expectations, performing fatiguing simulated heavy manual material handling (mmh) task adversely affect risk trip-induced falls compared less-fatiguing light mmh task. however, considering mmh tasks together rather comparison, results provide evidence adverse effects fatigue gait ability recover balance tripping. current results provide additional evidence physical fatigue increases fall risk, start clarify mechanisms increase occurs, help developing evaluating fall prevention strategies targeting mechanisms."
Silencing orco impaired ability perceive trail pheromones affected locomotion behavior two termite species.,"rna interference, locomotion behavior, olfactory co-receptor, termites, trail pheromone","Sophisticated social behaviors termite colonies mainly regulated via chemical communication wide range pheromones. trail pheromones play important roles foraging behavior building tunnels nests termites. however, almost unclear termites perceive trail pheromones. here, cloned sequenced olfactory co-receptor (orco) genes two termites reticulitermes chinensis snyder (isoptera: rhinotermitidae) odontotermes formosanus (shiraki) (isoptera: termitidae), examined responses trail pheromones silencing orco rna interference (rnai). found orco knockdown impaired ability perceive trail pheromones resulted disability following pheromone trails two termite species. locomotion behavior assays showed orco knockdown significantly decreased distance velocity two termite species, significantly increased angular velocity turn angle termite r. chinensis. findings strongly demonstrated orco essential termites perceive trail pheromones, provides potential way control termite pests damaging olfactory system.","Gao Y, Huang Q, Xu H,",Journal of economic entomology,"[URL=""https://www.ncbi.nlm.nih.gov/pubmed/33128448""]Silencing orco impaired ability perceive trail pheromones affected locomotion behavior two termite species.[/URL]",Silencing Orco Impaired the Ability to Perceive Trail Pheromones and Affected Locomotion Behavior in Two Termite Species.,12/09/2020,12/17/2020,"Silencing orco impaired ability perceive trail pheromones affected locomotion behavior two termite species. Sophisticated social behaviors termite colonies mainly regulated via chemical communication wide range pheromones. trail pheromones play important roles foraging behavior building tunnels nests termites. however, almost unclear termites perceive trail pheromones. here, cloned sequenced olfactory co-receptor (orco) genes two termites reticulitermes chinensis snyder (isoptera: rhinotermitidae) odontotermes formosanus (shiraki) (isoptera: termitidae), examined responses trail pheromones silencing orco rna interference (rnai). found orco knockdown impaired ability perceive trail pheromones resulted disability following pheromone trails two termite species. locomotion behavior assays showed orco knockdown significantly decreased distance velocity two termite species, significantly increased angular velocity turn angle termite r. chinensis. findings strongly demonstrated orco essential termites perceive trail pheromones, provides potential way control termite pests damaging olfactory system."
Thermal acclimation leads variable muscle responses two temperate labrid fishes.,"abductor superficialis, kinetics, locomotion, pectoral fin, swimming, torpor, wrasse","Temperature key abiotic factor fish distribution, affects physiological processes. specifically, temperature affect locomotor capabilities, especially species exposed temperatures nearing thermal limits. study, aimed understand effects temperature muscle two labrids occupy northwest atlantic ocean. exposed cold temperatures autumn, cunner (tautogolabrus adspersus) tautog (tautoga onitis) go state winter dormancy. transitions dormancy vary slightly, tautog make short migrations overwintering habitats cunner overwinter year-round habitats. understand muscle function changes temperature, held fish 4 weeks either 5 20°c ran muscle kinetic workloop experiments 5, 10 20°c. following experiments, used immunohistochemistry staining identify acclimation effects myosin isoform expression. muscle taken warm-acclimated cunner performed best, whereas relatively differences among three groups. cunner acclimated temperatures downregulated myosin heavy chain, suggesting transition fiber type slow-oxidative fast-glycolytic. change amount detectable difference muscle power production kinetics. however, overall poor performance cold temperatures could force fishes torpor overwinter. tautog, alternatively, retained myosin heavy chains, likely increases locomotor capabilities making short migrations overwintering habitats.","Moran CJ, Jebb KE, Travitz L, Coughlin DJ, Gerry SP,",The Journal of experimental biology,"[URL=""https://www.ncbi.nlm.nih.gov/pubmed/33106300""]Thermal acclimation leads variable muscle responses two temperate labrid fishes.[/URL]",Thermal acclimation leads to variable muscle responses in two temperate labrid fishes.,12/09/2020,12/17/2020,"Thermal acclimation leads variable muscle responses two temperate labrid fishes. Temperature key abiotic factor fish distribution, affects physiological processes. specifically, temperature affect locomotor capabilities, especially species exposed temperatures nearing thermal limits. study, aimed understand effects temperature muscle two labrids occupy northwest atlantic ocean. exposed cold temperatures autumn, cunner (tautogolabrus adspersus) tautog (tautoga onitis) go state winter dormancy. transitions dormancy vary slightly, tautog make short migrations overwintering habitats cunner overwinter year-round habitats. understand muscle function changes temperature, held fish 4 weeks either 5 20°c ran muscle kinetic workloop experiments 5, 10 20°c. following experiments, used immunohistochemistry staining identify acclimation effects myosin isoform expression. muscle taken warm-acclimated cunner performed best, whereas relatively differences among three groups. cunner acclimated temperatures downregulated myosin heavy chain, suggesting transition fiber type slow-oxidative fast-glycolytic. change amount detectable difference muscle power production kinetics. however, overall poor performance cold temperatures could force fishes torpor overwinter. tautog, alternatively, retained myosin heavy chains, likely increases locomotor capabilities making short migrations overwintering habitats."
Hydrodynamic interactions squirmer dumbbells: active stress-induced alignment locomotion.,,"Hydrodynamic interactions fundamental dynamics swimming self-propelled particles. specifically, bonds microswimmers enforce permanent spatial proximity and, thus, enhance emergent correlations microswimmer-specific flow fields. employ squirmer model study swimming behavior microswimmer dumbbells mesoscale hydrodynamic simulations, squirmers' rotational motion geometrically unrestricted. important aspect applied particle-based simulation approach-the multiparticle collision dynamics method-is intrinsic account thermal fluctuations. find strong effect active stress motility dumbbells. particular, pairs strong pullers exhibit orders magnitude smaller swimming efficiency pairs pushers. consequence inherent thermal fluctuations combination strong coupling squirmers' rotational motion, implies non-exponentially decaying auto- cross-correlation functions propulsion directions, active stress-dependent characteristic decay times. consequence, specific stationary-state relative alignments squirmer propulsion directions emerge, pullers preferentially aligned antiparallel manner along bond vector, whereas pushers preferentially aligned normal bond vector relative angle approximately 60° weak active stress, one propulsion directions aligned bond strong active stress. distinct differences dumbbells comprised pusher pullers suggest means control microswimmer assemblies future microbot applications.","Clopés J, Gompper G, Winkler RG,",Soft matter,"[URL=""https://www.ncbi.nlm.nih.gov/pubmed/33089276""]Hydrodynamic interactions squirmer dumbbells: active stress-induced alignment locomotion.[/URL]",Hydrodynamic interactions in squirmer dumbbells: active stress-induced alignment and locomotion.,12/09/2020,12/17/2020,"Hydrodynamic interactions squirmer dumbbells: active stress-induced alignment locomotion. Hydrodynamic interactions fundamental dynamics swimming self-propelled particles. specifically, bonds microswimmers enforce permanent spatial proximity and, thus, enhance emergent correlations microswimmer-specific flow fields. employ squirmer model study swimming behavior microswimmer dumbbells mesoscale hydrodynamic simulations, squirmers' rotational motion geometrically unrestricted. important aspect applied particle-based simulation approach-the multiparticle collision dynamics method-is intrinsic account thermal fluctuations. find strong effect active stress motility dumbbells. particular, pairs strong pullers exhibit orders magnitude smaller swimming efficiency pairs pushers. consequence inherent thermal fluctuations combination strong coupling squirmers' rotational motion, implies non-exponentially decaying auto- cross-correlation functions propulsion directions, active stress-dependent characteristic decay times. consequence, specific stationary-state relative alignments squirmer propulsion directions emerge, pullers preferentially aligned antiparallel manner along bond vector, whereas pushers preferentially aligned normal bond vector relative angle approximately 60° weak active stress, one propulsion directions aligned bond strong active stress. distinct differences dumbbells comprised pusher pullers suggest means control microswimmer assemblies future microbot applications."
"Injectable, self-healing mmp-inhibiting hyaluronic acid gel via iron coordination.","hyaluronic acid, injectable hydrogel, iron-glutathione complex, mmp-13 inhibition, osteoarthritis, synovial fluid","Regulating activity matrix metalloproteinases (mmps) potential strategy osteoarthritis (oa) therapy, although delivering effect spatially temporally localised fashion remains challenge. here, report injectable self-healing hydrogel enabling factor-free mmp regulation biomechanical competence situ. hydrogel realised within 1 min upon room temperature coordination hyaluronic acid (ha) cell-friendly iron-glutathione complex aqueous environment. resultant gel displayed 300% shear strain tolerance towards atdc 5 chondrocytes, line elasticity biocompatibility requirements connective tissue application. significantly enhanced inhibition mmp-13 activity achieved 12 h vitro, compared commercial ha injection (ostenil® plus). noteworthy, 24-hour incubation clinical synovial fluid sample collected late-stage oa patient reported hydrogel still shown downregulate synovial fluid mmp activity (100.0 ± 17.6% ➔ 81.0 ± 7.5%), least comparable extent case ostenil® plus-treated sf group (100.0 ± 17.6% ➔ 92.3 ± 27.3%). results therefore open new possibilities use ha mechanically-competent hydrogel well mediator mmp regulation oa therapy.","Gao Z, Yang X, Jones E, Bingham PA, Scrimshire A, Thornton PD, Tronci G,",International journal of biological macromolecules,"[URL=""https://www.ncbi.nlm.nih.gov/pubmed/33080264""]Injectable, self-healing mmp-inhibiting hyaluronic acid gel via iron coordination.[/URL]","An injectable, self-healing and MMP-inhibiting hyaluronic acid gel via iron coordination.",12/09/2020,12/17/2020,"Injectable, self-healing mmp-inhibiting hyaluronic acid gel via iron coordination. Regulating activity matrix metalloproteinases (mmps) potential strategy osteoarthritis (oa) therapy, although delivering effect spatially temporally localised fashion remains challenge. here, report injectable self-healing hydrogel enabling factor-free mmp regulation biomechanical competence situ. hydrogel realised within 1 min upon room temperature coordination hyaluronic acid (ha) cell-friendly iron-glutathione complex aqueous environment. resultant gel displayed 300% shear strain tolerance towards atdc 5 chondrocytes, line elasticity biocompatibility requirements connective tissue application. significantly enhanced inhibition mmp-13 activity achieved 12 h vitro, compared commercial ha injection (ostenil® plus). noteworthy, 24-hour incubation clinical synovial fluid sample collected late-stage oa patient reported hydrogel still shown downregulate synovial fluid mmp activity (100.0 ± 17.6% ➔ 81.0 ± 7.5%), least comparable extent case ostenil® plus-treated sf group (100.0 ± 17.6% ➔ 92.3 ± 27.3%). results therefore open new possibilities use ha mechanically-competent hydrogel well mediator mmp regulation oa therapy."
Understanding human neural control short-term gait adaptation split-belt treadmill.,"gait adaptation, neural control, split-belt treadmill","Many studies split-belt treadmill adaptation focused biomechanical changes occur response walking belts different speeds. process adaptation, ensuing aftereffects present participants return typical treadmill walking, inspired potential use split-belt treadmill rehabilitation tool. however, full systematic review current split-belt treadmill literature yet published consolidate known human central nervous system (cns) controls adaptation type symmetry perturbation. systematic literature search identified 55 studies investigated neural control human gait adaptation split-belt treadmill. studies infants manipulated sensory feedback healthy adults suggest initial gait adjustments split-belt walking reliant proprioceptive feedback inform central pattern generators modify lower limb muscle activation patterns appropriately. simultaneously, literature suggested proprioceptive visual feedback inform supraspinal centres motor planning motor output adapt store new efficient gait pattern walk belts different speeds. however, evidence participants brain injury (post-stroke, cerebellar lesions) suggest injury impedes, completely take away, ability adjust adapt aspects gait pattern split-belts. model proposed review provides overarching roles cns adaptation process, specifically short-term, potential sites focus within human cns future rehabilitation-based work.","Hinton DC, Conradsson DM, Paquette C,",Neuroscience,"[URL=""https://www.ncbi.nlm.nih.gov/pubmed/33039522""]Understanding human neural control short-term gait adaptation split-belt treadmill.[/URL]",Understanding Human Neural Control of Short-term Gait Adaptation to the Split-belt Treadmill.,12/09/2020,12/17/2020,"Understanding human neural control short-term gait adaptation split-belt treadmill. Many studies split-belt treadmill adaptation focused biomechanical changes occur response walking belts different speeds. process adaptation, ensuing aftereffects present participants return typical treadmill walking, inspired potential use split-belt treadmill rehabilitation tool. however, full systematic review current split-belt treadmill literature yet published consolidate known human central nervous system (cns) controls adaptation type symmetry perturbation. systematic literature search identified 55 studies investigated neural control human gait adaptation split-belt treadmill. studies infants manipulated sensory feedback healthy adults suggest initial gait adjustments split-belt walking reliant proprioceptive feedback inform central pattern generators modify lower limb muscle activation patterns appropriately. simultaneously, literature suggested proprioceptive visual feedback inform supraspinal centres motor planning motor output adapt store new efficient gait pattern walk belts different speeds. however, evidence participants brain injury (post-stroke, cerebellar lesions) suggest injury impedes, completely take away, ability adjust adapt aspects gait pattern split-belts. model proposed review provides overarching roles cns adaptation process, specifically short-term, potential sites focus within human cns future rehabilitation-based work."
Comparison morphological changes corneal collagen fibers treated collagen crosslinking agents using second harmonic generation images.,"collagen, crosslinking, shg (second harmonic generation)","Corneal cross-linking (cxl) common surgical procedure used modify corneal biomechanics stabilize keratoconus progression still discussion. side effects, mostly related anatomical unpredictability stromal exposure, reason search new cxl agents. work quantitatively evaluated porcine corneal stroma architecture treated collagen crosslinking agents riboflavin solutions açai extract, using second harmonic generation microscopy. aimed evaluating morphological changes corneal stroma collagen crosslinking cxl chemical agent, tubeness filter based hessian matrix obtain 3d fiber characterization shg images applied. results showed curling effect shortening collagen fibers treated açai compared control. also showed higher degree clustering collagen fibers larger empty spaces compared two groups. believe studies presented paper good direct nondestructive free labeling evaluation technique allows observation morphologic features corneas treated new cxl agents.","Zeitoune AA, Bersanetti PA, Schor P, Erbes LA, Cesar CL, Adur J,",International journal of biological macromolecules,"[URL=""https://www.ncbi.nlm.nih.gov/pubmed/32987082""]Comparison morphological changes corneal collagen fibers treated collagen crosslinking agents using second harmonic generation images.[/URL]",Comparison of morphological changes of corneal collagen fibers treated with collagen crosslinking agents using second harmonic generation images.,12/09/2020,12/17/2020,"Comparison morphological changes corneal collagen fibers treated collagen crosslinking agents using second harmonic generation images. Corneal cross-linking (cxl) common surgical procedure used modify corneal biomechanics stabilize keratoconus progression still discussion. side effects, mostly related anatomical unpredictability stromal exposure, reason search new cxl agents. work quantitatively evaluated porcine corneal stroma architecture treated collagen crosslinking agents riboflavin solutions açai extract, using second harmonic generation microscopy. aimed evaluating morphological changes corneal stroma collagen crosslinking cxl chemical agent, tubeness filter based hessian matrix obtain 3d fiber characterization shg images applied. results showed curling effect shortening collagen fibers treated açai compared control. also showed higher degree clustering collagen fibers larger empty spaces compared two groups. believe studies presented paper good direct nondestructive free labeling evaluation technique allows observation morphologic features corneas treated new cxl agents."
