title,keywords,abstract,authors,journal,links,raw_title,mindate,maxdate,BERT_input
high-performance triboelectric nanogenerator improved output stability construction biomimetic superhydrophobic nanoporous fibers.,,"utilization nanoporous materials extremely effective approach enhance electrical performance triboelectric nanogenerators (TENGs). However, existing methods preparing nanoporous tribo-materials complicated, costly time-consuming, also waste lot material. Meanwhile, fabricated nanoporous tribo-materials low roughness nature possess poor surface hydrophobicity, causing low output stability humid environments. Here, bio-inspired petiole-like micron fiber-based tribo-material inner nanopores, rough surface nanostructures superhydrophobicity first designed uses extraordinarily simple, ultralow-waste efficient single-component electrospinning process. petiole-like structures superhydrophobicity endow assembled triboelectric nanogenerator (PMF-TENG) outstanding electrical performance superior output stability humid conditions. With giant power density 56.9 W m<sup>-2</sup> high peak-to-peak output voltage 2209 V, optimized PMF-TENG used biomechanical energy harvester directly drive 833 light-emitting-diodes small electronics, also serve self-powered sensor detect body motions. Moreover, high relative humidity 80%, output retention rate optimized PMF-TENG 1.7 2.2 times higher TENG assembled traditional smoother solid nanofiber-based tribo-material monolithic nanoporous tribo-material-based TENG, respectively. This work provides easy-to-fabricate high-performance nanoporous material-based TENG ultralow material waste extends potential application humid conditions.","['Zhang JH, Li Y, Hao X']",Nanotechnology,"[URL=""https://www.ncbi.nlm.nih.gov/pubmed/32018228""]A high-performance triboelectric nanogenerator with improved output stability by construction of biomimetic superhydrophobic nanoporous fibers.[/URL]",A high-performance triboelectric nanogenerator with improved output stability by construction of biomimetic superhydrophobic nanoporous fibers.,2020/12/12,2010/1/1,"A high-performance triboelectric nanogenerator with improved output stability by construction of biomimetic superhydrophobic nanoporous fibers. The utilization of nanoporous materials is an extremely effective approach to enhance the electrical performance of triboelectric nanogenerators (TENGs). However, existing methods for preparing nanoporous tribo-materials are not only complicated, costly and time-consuming, but also waste a lot of material. Meanwhile, fabricated nanoporous tribo-materials that have low roughness by nature possess poor surface hydrophobicity, causing low output stability in humid environments. Here, a bio-inspired petiole-like micron fiber-based tribo-material with inner nanopores, rough surface nanostructures and superhydrophobicity is first designed that uses an extraordinarily simple, ultralow-waste and efficient single-component electrospinning process. The petiole-like structures and superhydrophobicity endow the assembled triboelectric nanogenerator (PMF-TENG) with outstanding electrical performance and superior output stability under humid conditions. With a giant power density of 56.9 W m<sup>-2</sup> and a high peak-to-peak output voltage of 2209 V, the optimized PMF-TENG can not only be used as a biomechanical energy harvester to directly drive 833 light-emitting-diodes and small electronics, but also serve as a self-powered sensor to detect body motions. Moreover, under a high relative humidity of 80%, the output retention rate of the optimized PMF-TENG is 1.7 and 2.2 times higher than the TENG assembled with the traditional smoother solid nanofiber-based tribo-material and the monolithic nanoporous tribo-material-based TENG, respectively. This work provides an easy-to-fabricate high-performance nanoporous material-based TENG with ultralow material waste and extends its potential for application in humid conditions."
"Coordination tongue pressure production, hyoid movement, suprahyoid muscle activity squeezing gels.","electromyography, gels, hyoid movement, squeezing, tongue movement, tongue pressure","aim study evaluate tongue movement biomechanical effects squeezing, one oral strategies processing soft foods, tongue pressure sensors, videofluorography, surface electromyography.","['Murakami K, Hori K, Minagi Y, Uehara F, Salazar SE, Ishihara S, Nakauma M, Funami T, Ikebe K, Maeda Y, Ono T']",Archives of oral biology,"[URL=""https://www.ncbi.nlm.nih.gov/pubmed/31869725""]Coordination of tongue pressure production, hyoid movement, and suprahyoid muscle activity during squeezing of gels.[/URL]","Coordination of tongue pressure production, hyoid movement, and suprahyoid muscle activity during squeezing of gels.",2020/12/12,2010/1/1,"Coordination of tongue pressure production, hyoid movement, and suprahyoid muscle activity during squeezing of gels. The aim of this study was to evaluate tongue movement and its biomechanical effects during squeezing, one of the oral strategies for processing soft foods, by tongue pressure sensors, videofluorography, and surface electromyography."
Automatic lameness detection cattle.,"automated lameness detection, cattle, locomotion score, welfare","There increasing demand health welfare monitoring modern dairy farming. development various innovative techniques aims improving animal behaviour monitoring thus animal welfare indicators on-farm. Automated lameness detection systems valid, reliable practicable applied veterinary practice farm conditions. objective literature review describe current automated systems detection lameness cattle, recently developed investigated application dairy research practice. automatic methods lameness detection broadly fall three categories: kinematic, kinetic indirect methods. performance methods compared reference standard (locomotion score and/or lesion score) evaluated based level-based scheme defining degree development (level I, sensor technique; level II, validation algorithm; level III, performance detection lameness and/or lesion; level IV, decision support early warning system). Many scientific studies performed levels I-III, studies level IV technology. adoption rate automated lameness detection systems herd managers mainly yields returns investment early identification lame cows. Long-term studies, using validated automated lameness detection systems aiming early lameness detection, still needed order improve welfare production field conditions.","['Alsaaod M, Fadul M, Steiner A']","Veterinary journal (London, England : 1997)","[URL=""https://www.ncbi.nlm.nih.gov/pubmed/30902187""]Automatic lameness detection in cattle.[/URL]",Automatic lameness detection in cattle.,2020/12/12,2010/1/1,"Automatic lameness detection in cattle. There is an increasing demand for health and welfare monitoring in modern dairy farming. The development of various innovative techniques aims at improving animal behaviour monitoring and thus animal welfare indicators on-farm. Automated lameness detection systems have to be valid, reliable and practicable to be applied in veterinary practice or under farm conditions. The objective of this literature review was to describe the current automated systems for detection of lameness in cattle, which have been recently developed and investigated for application in dairy research and practice. The automatic methods of lameness detection broadly fall into three categories: kinematic, kinetic and indirect methods. The performance of the methods were compared with the reference standard (locomotion score and/or lesion score) and evaluated based on level-based scheme defining the degree of development (level I, sensor technique; level II, validation of algorithm; level III, performance for detection of lameness and/or lesion; level IV, decision support with early warning system). Many scientific studies have been performed on levels I-III, but there are no studies of level IV technology. The adoption rate of automated lameness detection systems by herd managers mainly yields returns on investment by the early identification of lame cows. Long-term studies, using validated automated lameness detection systems aiming at early lameness detection, are still needed in order to improve welfare and production under field conditions."
Gait analysis French bulldogs without vertebral kyphosis.,"biomechanics, brachycephalic, hemivertebra, spinal","study objective compare temporal-spatial kinetic gait variables neurologically normal French bulldogs without vertebral kyphosis. French bulldogs presented dedicated brachycephalic clinic prospectively enrolled. All dogs underwent general physical, orthopaedic, neurological examination prior study inclusion. presence vertebral kyphosis evaluated computed tomography kyphosis defined Cobb angle exceeding 10°. Gait variables collected using pressure-sensitive GAITRite walkway GAITFour software included measurement total pressure index (TPI) defined sum peak pressure values recorded activated sensor paw mat contact. Fifteen French bulldogs (n=8) without kyphosis (n=7) included. Cobb angle kyphotic dogs ranged 14.9° 39.5°. Univariate analyses initially performed examine association kyphosis 16 gait variables. When variables found associated (P<0.2) taken forward multivariate generalised linear mixed models (accounting dog, velocity side), kyphosis significant effect upon TPI forelimbs TPI symmetry ratio (P<0.05); however, size effects small. Although vertebral kyphosis rarely associated neurological deficits, associated subtle alterations kinetic gait variables (TPI forelimbs TPI symmetry ratio). Further studies needed evaluate clinical importance altered gait variables French bulldogs kyphosis.","['Wyatt SE, Lafuente P, Ter Haar G, Packer RMA, Smith H, De Decker S']","Veterinary journal (London, England : 1997)","[URL=""https://www.ncbi.nlm.nih.gov/pubmed/30825894""]Gait analysis in French bulldogs with and without vertebral kyphosis.[/URL]",Gait analysis in French bulldogs with and without vertebral kyphosis.,2020/12/12,2010/1/1,"Gait analysis in French bulldogs with and without vertebral kyphosis. The study objective was to compare temporal-spatial and kinetic gait variables in neurologically normal French bulldogs with and without vertebral kyphosis. French bulldogs presented to a dedicated brachycephalic clinic were prospectively enrolled. All dogs underwent general physical, orthopaedic, and neurological examination prior to study inclusion. The presence of vertebral kyphosis was evaluated by computed tomography and kyphosis was defined as a Cobb angle exceeding 10°. Gait variables were collected using a pressure-sensitive GAITRite walkway with GAITFour software and included measurement of total pressure index (TPI) defined as the sum of peak pressure values recorded from each activated sensor by a paw during mat contact. Fifteen French bulldogs with (n=8) and without kyphosis (n=7) were included. Cobb angle in kyphotic dogs ranged from 14.9° to 39.5°. Univariate analyses were initially performed to examine the association between kyphosis and 16 gait variables. When those variables found to be associated (P<0.2) were taken forward into multivariate generalised linear mixed models (accounting for dog, velocity and side), kyphosis had a significant effect upon TPI of the forelimbs and TPI symmetry ratio (P<0.05); however, the size of these effects was small. Although vertebral kyphosis is rarely associated with neurological deficits, it was associated with subtle alterations in kinetic gait variables (TPI forelimbs and TPI symmetry ratio). Further studies are needed to evaluate the clinical importance of altered gait variables in French bulldogs with kyphosis."
Age-related changes analyzing shoulder kinematics means inertial sensors.,"aging, biomechanical phenomena, inertial sensor, motion analysis, shoulder","Shoulder kinematics alteration previously proven subjects suffering shoulder damage, also related shoulder degenerative changes consequence aging. Because that, would interesting investigate age-related kinematics. main objective analyze age-related differences shoulder kinematics means inertial sensors asymptomatic subjects shoulder abduction flexion.","['Roldán-Jiménez C, Cuesta-Vargas AI']","Clinical biomechanics (Bristol, Avon)","[URL=""https://www.ncbi.nlm.nih.gov/pubmed/27362972""]Age-related changes analyzing shoulder kinematics by means of inertial sensors.[/URL]",Age-related changes analyzing shoulder kinematics by means of inertial sensors.,2020/12/12,2010/1/1,"Age-related changes analyzing shoulder kinematics by means of inertial sensors. Shoulder kinematics alteration has been previously proven in subjects suffering from shoulder damage, which is also related to shoulder degenerative changes as consequence of aging. Because of that, it would be interesting to investigate age-related kinematics. The main objective was to analyze age-related differences in shoulder kinematics by means of inertial sensors in asymptomatic subjects during shoulder abduction and flexion."
Spinal Cord Has Intrinsic System Control pH.,,"For survival organism, acid-base homeostasis vital [1, 2]. respiratory renal systems central control. Here describe novel mechanism, intrinsic spinal cord, sensors detect pH changes act restore pH physiological levels reducing motor activity. This pH sensor consists somatostatin-expressing cerebrospinal fluid-contacting (CSF-c) neurons, target locomotor network. They low level activity pH 7.4. However, alkaline acidic pH, activity individual CSF-c neuron markedly enhanced action two separate channel subtypes. alkaline response depends PKD2L1 channels large conductance equilibrium potential around 0 mV, characteristics mouse PKD2L1 channels [3-5]. acidic response due activation ASIC3 [6]. discharge pattern CSF-c neurons U-shaped minimum frequency around pH 7.4 marked increase already slightly lower higher pH. During ongoing locomotor activity isolated spinal cord, increase decrease pH reduce locomotor burst rate. somatostatin antagonist blocks effects, suggesting CSF-c neurons responsible suppression locomotor activity. CSF-c neurons thus represent novel innate homeostatic mechanism, designed sense deviation physiological pH respond causing depression motor activity. Because CSF-c neurons found vertebrates, pH-sensing function likely conserved.","['Jalalvand E, Robertson B, Tostivint H, Wallén P, Grillner S']",Current biology : CB,"[URL=""https://www.ncbi.nlm.nih.gov/pubmed/27133867""]The Spinal Cord Has an Intrinsic System for the Control of pH.[/URL]",The Spinal Cord Has an Intrinsic System for the Control of pH.,2020/12/12,2010/1/1,"The Spinal Cord Has an Intrinsic System for the Control of pH. For survival of the organism, acid-base homeostasis is vital [1, 2]. The respiratory and renal systems are central to this control. Here we describe a novel mechanism, intrinsic to the spinal cord, with sensors that detect pH changes and act to restore pH to physiological levels by reducing motor activity. This pH sensor consists of somatostatin-expressing cerebrospinal fluid-contacting (CSF-c) neurons, which target the locomotor network. They have a low level of activity at pH 7.4. However, at both alkaline and acidic pH, the activity of the individual CSF-c neuron is markedly enhanced through the action of two separate channel subtypes. The alkaline response depends on PKD2L1 channels that have a large conductance and an equilibrium potential around 0 mV, both characteristics of mouse PKD2L1 channels [3-5]. The acidic response is due to an activation of ASIC3 [6]. The discharge pattern of the CSF-c neurons is U-shaped with a minimum frequency around pH 7.4 and a marked increase already at slightly lower and higher pH. During ongoing locomotor activity in the isolated spinal cord, both an increase and as a decrease of pH will reduce the locomotor burst rate. A somatostatin antagonist blocks these effects, suggesting that CSF-c neurons are responsible for the suppression of locomotor activity. CSF-c neurons thus represent a novel innate homeostatic mechanism, designed to sense any deviation from physiological pH and to respond by causing a depression of the motor activity. Because CSF-c neurons are found in all vertebrates, their pH-sensing function is most likely conserved."
Implications gamma band activity pedunculopontine nucleus.,"arousal, gamma oscillations, n-type, p/q-type, sleep/wake","fact pedunculopontine nucleus (PPN) part reticular activating system places unique position modulate sensory input fight-or-flight responses. Arousing stimuli simultaneously activate ascending projections PPN intralaminar thalamus trigger cortical high-frequency activity arousal, well descending projections reticulospinal systems alter posture locomotion. As such, PPN become target deep brain stimulation treatment Parkinson's disease, modulating gait, posture, higher functions. This article describes latest discoveries PPN physiology role PPN number disorders. It determined high-frequency activity waking REM sleep controlled two different intracellular pathways two calcium channels PPN cells. Moreover, three different PPN cell types one calcium channels may active waking only, REM sleep only, both. Based new discoveries, novel mechanisms proposed insomnia waking disorder. addition, neuronal calcium sensor protein-1 (NCS-1), expressed schizophrenia bipolar disorder, may responsible dysregulation gamma band activity least patients diseases. Recent results suggest NCS-1 modulates PPN gamma band activity lithium acts reduce effects expressed NCS-1, accounting effectiveness bipolar disorder.","['Garcia-Rill E, Luster B, D'Onofrio S, Mahaffey S, Bisagno V, Urbano FJ']","Journal of neural transmission (Vienna, Austria : 1996)","[URL=""https://www.ncbi.nlm.nih.gov/pubmed/26597124""]Implications of gamma band activity in the pedunculopontine nucleus.[/URL]",Implications of gamma band activity in the pedunculopontine nucleus.,2020/12/12,2010/1/1,"Implications of gamma band activity in the pedunculopontine nucleus. The fact that the pedunculopontine nucleus (PPN) is part of the reticular activating system places it in a unique position to modulate sensory input and fight-or-flight responses. Arousing stimuli simultaneously activate ascending projections of the PPN to the intralaminar thalamus to trigger cortical high-frequency activity and arousal, as well as descending projections to reticulospinal systems to alter posture and locomotion. As such, the PPN has become a target for deep brain stimulation for the treatment of Parkinson's disease, modulating gait, posture, and higher functions. This article describes the latest discoveries on PPN physiology and the role of the PPN in a number of disorders. It has now been determined that high-frequency activity during waking and REM sleep is controlled by two different intracellular pathways and two calcium channels in PPN cells. Moreover, there are three different PPN cell types that have one or both calcium channels and may be active during waking only, REM sleep only, or both. Based on the new discoveries, novel mechanisms are proposed for insomnia as a waking disorder. In addition, neuronal calcium sensor protein-1 (NCS-1), which is over expressed in schizophrenia and bipolar disorder, may be responsible for the dysregulation in gamma band activity in at least some patients with these diseases. Recent results suggest that NCS-1 modulates PPN gamma band activity and that lithium acts to reduce the effects of over expressed NCS-1, accounting for its effectiveness in bipolar disorder."
Open-MRI measures cam intrusion hips anterior impingement position relate acetabular contact force.,"femoroacetabular impingement, biomechanics, hip, open mri, osteoarthritis","Open MRI functional positions potential directly non-invasively assess cam femoroacetabular impingement (FAI). Our objective investigate whether open MRI depict intrusion cam deformity intra-articular joint space, whether intrusion associated elevated acetabular contact force. Cadaver hips (9 cam; 3 controls) positioned anterior impingement posture imaged using open MRI multi-planar reformatting. β-angle (describing clearance femoral neck acetabulum) measured around entire circumference femoral neck. We defined binary ""MRI cam-intrusion sign"" (positive β < 0°). We instrumented hip piezoresistive sensor conducted six repeated positioning trials, measuring acetabular contact force (F). We defined binary ""contact-force sign"" (positive F > 20N). Cam hips likely controls positive MRI cam-intrusion sign (p = 0.0182, Fisher's exact test) positive contact-force sign (p = 0.0083), represents direct experimental evidence cam intrusion. There also relationship MRI cam-intrusion sign contact-force sign (p = 0.033), representing link imaging mechanics. Our findings indicate open MRI significant potential vivo investigation cam FAI mechanism.","['Buchan LL, Zhang H, Konan S, Heaslip I, Ratzlaff CR, Wilson DR']",Journal of orthopaedic research : official publication of the Orthopaedic Research Society,"[URL=""https://www.ncbi.nlm.nih.gov/pubmed/26241132""]Open-MRI measures of cam intrusion for hips in an anterior impingement position relate to acetabular contact force.[/URL]",Open-MRI measures of cam intrusion for hips in an anterior impingement position relate to acetabular contact force.,2020/12/12,2010/1/1,"Open-MRI measures of cam intrusion for hips in an anterior impingement position relate to acetabular contact force. Open MRI in functional positions has potential to directly and non-invasively assess cam femoroacetabular impingement (FAI). Our objective was to investigate whether open MRI can depict intrusion of the cam deformity into the intra-articular joint space, and whether intrusion is associated with elevated acetabular contact force. Cadaver hips (9 cam; 3 controls) were positioned in an anterior impingement posture and imaged using open MRI with multi-planar reformatting. The β-angle (describing clearance between the femoral neck and acetabulum) was measured around the entire circumference of the femoral neck. We defined a binary ""MRI cam-intrusion sign"" (positive if β < 0°). We then instrumented each hip with a piezoresistive sensor and conducted six repeated positioning trials, measuring acetabular contact force (F). We defined a binary ""contact-force sign"" (positive if F > 20N). Cam hips were more likely than controls to have both a positive MRI cam-intrusion sign (p = 0.0182, Fisher's exact test) and positive contact-force sign (p = 0.0083), which represents direct experimental evidence for cam intrusion. There was also a relationship between the MRI cam-intrusion sign and contact-force sign (p = 0.033), representing a link between imaging and mechanics. Our findings indicate that open MRI has significant potential for in vivo investigation of the cam FAI mechanism."
Carbon dioxide field flooding reduces hemodynamic effects venous air embolism occurring sitting position.,,"Although utility sitting position undisputed biomechanical ergonomic reasons, debated recent years risks, particularly venous air embolism (VAE). order reduce hemodynamic effect VAE, changed composition surgical field air partially replacing nitrogen carbon dioxide (CO2) better dissolves human tissues.","['Longatti P, Marton E, Feletti A, Falzarano M, Canova G, Sorbara C']",Child's nervous system : ChNS : official journal of the International Society for Pediatric Neurosurgery,"[URL=""https://www.ncbi.nlm.nih.gov/pubmed/25953098""]Carbon dioxide field flooding reduces the hemodynamic effects of venous air embolism occurring in the sitting position.[/URL]",Carbon dioxide field flooding reduces the hemodynamic effects of venous air embolism occurring in the sitting position.,2020/12/12,2010/1/1,"Carbon dioxide field flooding reduces the hemodynamic effects of venous air embolism occurring in the sitting position. Although the utility of the sitting position is undisputed for biomechanical and ergonomic reasons, it has been debated in recent years for its risks, particularly venous air embolism (VAE). In order to reduce the hemodynamic effect of VAE, we changed the composition of the surgical field air partially replacing nitrogen with carbon dioxide (CO2) that better dissolves in human tissues."
"Development New Ultrasound-Based System Tracking Motion Human Lumbar Spine: Reliability, Stability Repeatability Forward Bending Movement Trials.","electromagnetic sensor, human spine, tracking motion, ultrasound","aim study develop new method quantifying intersegmental motion spine instrumented motion segment L4-L5 model using ultrasound image post-processing combined electromagnetic device. prospective test-retest design employed, combined evaluation stability within- between-day intra-tester reliability forward bending 15 healthy male patients. accuracy measurement system using model calculated ± 0.9° (standard deviation = 0.43) 40° range ± 0.4 cm (standard deviation = 0.28) 1.5 cm. mean composite range forward bending 15.5 ± 2.04° single trial (standard error mean = 0.54, coefficient variation = 4.18). Reliability (intra-class correlation coefficient = 2.1) found excellent within-day measures (0.995-0.999) between-day measures (0.996-0.999). Further work necessary explore use approach evaluation biomechanics, clinical assessments interventions.",['Cuesta-Vargas AI'],Ultrasound in medicine & biology,"[URL=""https://www.ncbi.nlm.nih.gov/pubmed/25864018""]Development of a New Ultrasound-Based System for Tracking Motion of the Human Lumbar Spine: Reliability, Stability and Repeatability during Forward Bending Movement Trials.[/URL]","Development of a New Ultrasound-Based System for Tracking Motion of the Human Lumbar Spine: Reliability, Stability and Repeatability during Forward Bending Movement Trials.",2020/12/12,2010/1/1,"Development of a New Ultrasound-Based System for Tracking Motion of the Human Lumbar Spine: Reliability, Stability and Repeatability during Forward Bending Movement Trials. The aim of this study was to develop a new method for quantifying intersegmental motion of the spine in an instrumented motion segment L4-L5 model using ultrasound image post-processing combined with an electromagnetic device. A prospective test-retest design was employed, combined with an evaluation of stability and within- and between-day intra-tester reliability during forward bending by 15 healthy male patients. The accuracy of the measurement system using the model was calculated to be ± 0.9° (standard deviation = 0.43) over a 40° range and ± 0.4 cm (standard deviation = 0.28) over 1.5 cm. The mean composite range of forward bending was 15.5 ± 2.04° during a single trial (standard error of the mean = 0.54, coefficient of variation = 4.18). Reliability (intra-class correlation coefficient = 2.1) was found to be excellent for both within-day measures (0.995-0.999) and between-day measures (0.996-0.999). Further work is necessary to explore the use of this approach in the evaluation of biomechanics, clinical assessments and interventions. "
Cement augmentation lag screws: investigation biomechanical advantages.,,"trauma surgery, lag screws commonly used. However, osteoporotic bone, anchorage considerably compromised. This study investigates biomechanical potential cement augmentation terms improved fixation.","['Wähnert D, Hofmann-Fliri L, Schwieger K, Brianza S, Raschke MJ, Windolf M']",Archives of orthopaedic and trauma surgery,"[URL=""https://www.ncbi.nlm.nih.gov/pubmed/23263012""]Cement augmentation of lag screws: an investigation on biomechanical advantages.[/URL]",Cement augmentation of lag screws: an investigation on biomechanical advantages.,2020/12/12,2010/1/1,"Cement augmentation of lag screws: an investigation on biomechanical advantages. In trauma surgery, lag screws are commonly used. However, in osteoporotic bone, anchorage can be considerably compromised. This study investigates the biomechanical potential of cement augmentation in terms of improved fixation."
Comprehensive quantification spastic catch children cerebral palsy.,,"clinical settings, spastic catch judged subjectively. This study assessed psychometric properties objective parameters define quantify severity spastic catch children cerebral palsy (CP). convenience sample children spastic CP (N=46; age range: 4-16 years) underwent objective spasticity assessments. High velocity, passive stretches applied gastrocnemius (GAS) medial hamstrings (MEH). Muscle activity measured surface electromyography (sEMG), joint angle characteristics using inertial sensors reactive torque using force sensor. To test reliability, group 12 children retested average 13 ± 9 days. angle spastic catch (AOC) estimated three biomechanical definitions: joint angle (1) maximum angular deceleration; (2) maximum change torque; (3) minimum power. Each definition checked reliability validity. Construct clinical validity evaluated correlating AOC definition averaged root mean square envelope EMG (RMS-EMG) Modified Tardieu Scale (MTS). Severity categories created based selected parameters establish face validity. All definitions showed moderate high reliability. Significant correlations found AOC3 MTS muscles RMS-EMG MEH, though coefficients weak. AOC3 distinguished mild, moderate severe catches. Objective parameters define quantify severity spastic catch children CP. However, comprehensive understanding requires integration biomechanical RMS-EMG data.","['Lynn BO, Erwin A, Guy M, Herman B, Davide M, Ellen J, Anne C, Kaat D']",Research in developmental disabilities,"[URL=""https://www.ncbi.nlm.nih.gov/pubmed/23000637""]Comprehensive quantification of the spastic catch in children with cerebral palsy.[/URL]",Comprehensive quantification of the spastic catch in children with cerebral palsy.,2020/12/12,2010/1/1,"Comprehensive quantification of the spastic catch in children with cerebral palsy. In clinical settings, the spastic catch is judged subjectively. This study assessed the psychometric properties of objective parameters that define and quantify the severity of the spastic catch in children with cerebral palsy (CP). A convenience sample of children with spastic CP (N=46; age range: 4-16 years) underwent objective spasticity assessments. High velocity, passive stretches were applied to the gastrocnemius (GAS) and medial hamstrings (MEH). Muscle activity was measured with surface electromyography (sEMG), joint angle characteristics using inertial sensors and reactive torque using a force sensor. To test reliability, a group of 12 children were retested after an average of 13 ± 9 days. The angle of spastic catch (AOC) was estimated by three biomechanical definitions: joint angle at (1) maximum angular deceleration; (2) maximum change in torque; and (3) minimum power. Each definition was checked for reliability and validity. Construct and clinical validity were evaluated by correlating each AOC definition to the averaged root mean square envelope of EMG (RMS-EMG) and the Modified Tardieu Scale (MTS). Severity categories were created based on selected parameters to establish face validity. All definitions showed moderate to high reliability. Significant correlations were found between AOC3 and the MTS of both muscles and the RMS-EMG of the MEH, though coefficients were only weak. AOC3 further distinguished between mild, moderate and severe catches. Objective parameters can define and quantify the severity of the spastic catch in children with CP. However, a comprehensive understanding requires the integration of both biomechanical and RMS-EMG data."
Estimation minimum ground clearance (MGC) using body-worn inertial sensors.,,"Objective assessment balance mobility elderly populations using body-worn sensors recently become prevalent theme falls-related research. Recent research authors identified mean absolute-valued vertical angular velocity measured using shank mounted inertial sensors timed-up-and-go test strong association falls history group elderly adults. This study aimed investigate clinical relevance parameter exploring relationship minimum ground clearance (MGC) measured optical motion capture system. MGC important variable considering trip-related falls risk. This paper also presents method estimating properties MGC walking, across range speeds gait patterns, using body-worn inertial sensors. We found mean MGC coefficient variation (CV) MGC correlated mean absolute-valued vertical angular velocity acceleration measured shank foot mounted inertial sensors. Regression models generated using inertial sensor derived variables used robustly estimate mean MGC CV MGC measured optical marker-tracking system. Foot-mounted sensors found yield slightly better results sensors shank. Different walking speeds gait patterns found influence accuracy models. We conclude findings potential evaluate walking trial using body-worn inertial sensors, could used identify individuals increased risk unprovoked collisions ground locomotion.","['McGrath D, Greene BR, Walsh C, Caulfield B']",Journal of biomechanics,"[URL=""https://www.ncbi.nlm.nih.gov/pubmed/21353226""]Estimation of minimum ground clearance (MGC) using body-worn inertial sensors.[/URL]",Estimation of minimum ground clearance (MGC) using body-worn inertial sensors.,2020/12/12,2010/1/1,"Estimation of minimum ground clearance (MGC) using body-worn inertial sensors. Objective assessment of balance and mobility in elderly populations using body-worn sensors has recently become a prevalent theme in falls-related research. Recent research by the authors identified mean absolute-valued vertical angular velocity measured using shank mounted inertial sensors during a timed-up-and-go test as having a strong association with falls history in a group of elderly adults. This study aimed to investigate the clinical relevance of this parameter by exploring the relationship between it and minimum ground clearance (MGC) measured with an optical motion capture system. MGC is an important variable when considering trip-related falls risk. This paper also presents a method of estimating properties of MGC during walking, across a range of speeds and gait patterns, using body-worn inertial sensors. We found that mean MGC and coefficient of variation (CV) MGC are correlated with mean absolute-valued vertical angular velocity and acceleration as measured by shank or foot mounted inertial sensors. Regression models generated using inertial sensor derived variables were used to robustly estimate the mean MGC and CV MGC measured by an optical marker-tracking system. Foot-mounted sensors were found to yield slightly better results than sensors on the shank. Different walking speeds and gait patterns were not found to influence the accuracy of the models. We conclude that these findings have the potential to evaluate a walking trial using body-worn inertial sensors, which could then be used to identify individuals with increased risk of unprovoked collisions with the ground during locomotion."
Contact pressure comparison proud osteochondral autograft plugs versus proud synthetic plugs.,,"Osteochondral autograft transfer accepted treatment chondral osteochondral defects knee. Synthetic plugs may eventually used primary treatment defects. Currently largely used osteochondral donor site backfill. Placement osteochondral synthetic plugs proud leads articulating surface incongruity, increases contact pressure, potential plug opposing surface degenerative change. We conducted biomechanical study human cadaver knees determine whether differences exist contact pressure osteochondral autograft plugs placed proud versus synthetic plugs placed proud. Ten human cadaveric knees used (20 condyles). Contact pressure measured Tekscan sensor technology (South Boston, Massachusetts) static cyclical loads (of 250 500 cycles) created MTS Bionix system (Eden Prairie, Minnesota) following conditions: native articular cartilage, surgically created defect (7-mm diameter), 1-mm proud osteochondral autograft, 1-mm proud synthetic graft. Proud osteochondral autograft plugs resulted 21.4% increase peak contact pressure surrounding native articular cartilage versus 4.9% increase proud synthetic plugs. Synthetic plugs compressed structure subsided versus subchondral bone collapse compressive load osteochondral autograft plugs. Proud osteochondral autograft plugs significantly higher peak contact pressures proud synthetic plugs placed treatment chondral osteochondral defects knee.","['Harris JD, Solak KK, Siston RA, Litsky A, Richards J, Flanigan DC']",Orthopedics,"[URL=""https://www.ncbi.nlm.nih.gov/pubmed/21323295""]Contact pressure comparison of proud osteochondral autograft plugs versus proud synthetic plugs.[/URL]",Contact pressure comparison of proud osteochondral autograft plugs versus proud synthetic plugs.,2020/12/12,2010/1/1,"Contact pressure comparison of proud osteochondral autograft plugs versus proud synthetic plugs. Osteochondral autograft transfer is an accepted treatment for chondral and osteochondral defects of the knee. Synthetic plugs may eventually be used for primary treatment of defects. Currently they are largely used for osteochondral donor site backfill. Placement of osteochondral or synthetic plugs proud leads to articulating surface incongruity, increases in contact pressure, and potential for both plug and opposing surface degenerative change. We conducted a biomechanical study of human cadaver knees to determine whether differences exist in the contact pressure of osteochondral autograft plugs placed proud versus synthetic plugs placed proud. Ten human cadaveric knees were used (20 condyles). Contact pressure was measured with Tekscan sensor technology (South Boston, Massachusetts) with both static and cyclical loads (of 250 and 500 cycles) created by an MTS Bionix system (Eden Prairie, Minnesota) under the following conditions: native articular cartilage, surgically created defect (7-mm diameter), 1-mm proud osteochondral autograft, and 1-mm proud synthetic graft. Proud osteochondral autograft plugs resulted in a 21.4% increase in peak contact pressure over surrounding native articular cartilage versus a 4.9% increase with proud synthetic plugs. Synthetic plugs compressed their structure and subsided versus subchondral bone collapse with compressive load in osteochondral autograft plugs. Proud osteochondral autograft plugs have significantly higher peak contact pressures than proud synthetic plugs when placed for treatment of chondral and osteochondral defects in the knee."
