id,topic,authors,title,journal,year,vol_issue,doi
3601,MODELING,"['Mesgouez, A']",Characterization of a viscoelastic heterogeneous object with an effective model by nonlinear full waveform inversion,Journal Of Sound And Vibration,2018,422:189-209,http://dx.doi.org/10.1016/j.jsv.2018.02.018
3602,MODELING,"['Pollard J, Piercecchi-Marti MD, Thollon L, Bartoli C, Adalian P, Becart-Robert A, et al']",Mechanisms of hyoid bone fracture after modelling: Evaluation of anthropological criteria defining two relevant models,Forensic Science International,2011,212(1-3),http://dx.doi.org/10.1016/j.forsciint.2011.06.020
3603,MODELING,"['Gomez-Vilda, P', 'Londral, ARM', 'Rodellar-Biarge, V', 'Ferrandez-Vicente, JM', 'de Carvalho, M']",Monitoring amyotrophic lateral sclerosis by biomechanical modeling of speech production,Neurocomputing,2015,151:130-138,http://dx.doi.org/10.1016/j.neucom.2014.07.074
3604,MODELING,"['Coulter, JD', 'Weinhandl, JT', 'Bawab, SY', 'Ringleb, SI']",The effects of navy ship ladder descent on the knee internal joint reaction forces,Radiation Effects And Defects In Solids,2017,172:174-185,http://dx.doi.org/10.1080/10420150.2017.1290634
3605,MODELING,"['Yazdi, MAA', 'Negahban, A', 'Cavuoto, L', 'Megahed, FM']",Optimization of split keyboard design for touchscreen devices,International Journal Of Human-Computer Interaction,2019,35:468-477,http://dx.doi.org/10.1080/10447318.2018.1464255
3606,MODELING,"['Kumar, S', 'Liu, G', 'Schloerb, DW', 'Srinivasan, MA']",Viscoelastic characterization of the primate finger pad in vivo by microstep indentation and three-dimensional finite element models for tactile sensation studies,Journal Of Biomechanical Engineering-Transactions Of The Asme,2015,137:00:00,http://dx.doi.org/10.1115/1.4029985
3607,MODELING,"['Ishimoto, K', 'Gaffney, EA']",An elastohydrodynamical simulation study of filament and spermatozoan swimming driven by internal couples,Ima Journal Of Applied Mathematics,2018,83:655-679,http://dx.doi.org/10.1093/imamat/hxy025
3608,MODELING,"['Martinez-Martinez F, Lago MA, Ruperez MJ and Monserrat C']",Analysis of several biomechanical models for the simulation of lamb liver behaviour using similarity coefficients from medical image,Computer Methods in Biomechanics and Biomedical Engineering,2013,16(7):747-57,http://dx.doi.org/10.1080/10255842.2011.637492
3609,MODELING,"['Sartori, M', 'Fernandez, JW', 'Modenese, L', 'Carty, CP', 'Barber, LA', 'Oberhofer, K', 'Zhang, J', 'Handsfield, GG', 'Stott, NS', 'Besier, TF', 'Farina, D', 'Lloyd, DG']",Toward modeling locomotion using electromyography-informed 3d models: application to cerebral palsy,Wiley Interdisciplinary Reviews-Systems Biology And Medicine,2017,9:00,http://dx.doi.org/10.1002/wsbm.1368
3610,MODELING,"['Inoue A, Chosa E, Goto K and Tajima N']",Nonlinear stress analysis of the supraspinatus tendon using three-dimensional finite element analysis,Knee Surgery Sports Traumatology Arthroscopy,2013,21(5):1151-7,http://dx.doi.org/10.1007/s00167-012-2008-4
3611,MODELING,"['Geier, A', 'Aschemann, H', ""D'Lima, D"", 'Woernle, C', 'Bader, R']",Force closure mechanism modeling for musculoskeletal multibody simulation,Ieee Transactions On Biomedical Engineering,2018,65:2482-2493,http://dx.doi.org/10.1109/TBME.2018.2800293
3612,MODELING,"['Yang T, Chui CK, Yu RQ, Qin J and Chang SKY']",Quasi-linear viscoelastic modeling of arterial wall for surgical simulation,International Journal of Computer Assisted Radiology and Surgery,2011,6(6):829-38,http://dx.doi.org/10.1007/s11548-011-0560-x
3613,MODELING,"['McCulloch, M', 'Polan, D', 'Feng, M', 'Lawrence, T', 'Ten Haken, R', 'Brock, K']",Development of biomechanical models to describe dose-volume response to liver stereotactic body radiation therapy (sbrt) patients,Medical Physics,2015,42:3653-3653,
3614,MODELING,"['Bouguecha A, Weigel N, Behrens BA, Stukenborg-Colsman C and Waizy H']",Numerical simulation of strain-adaptive bone remodelling in the ankle joint,Biomedical Engineering Online,2011,10,http://dx.doi.org/5810.1186/1475-925x-10-58
3615,MODELING,"['Yan, G', 'Ren, Y', 'Cao, LH', 'Guo, J', 'Chen, N', 'Shi, K', 'Chen, ZB']",The mechanical structure finite element fluid mechanics analysis of the blood monitoring micro cavity nanosensors,Basic & Clinical Pharmacology & Toxicology,2015,117:28-28,
3616,MODELING,"['Savonnet, L', 'Wang, XG', 'Duprey, S']",Finite element models of the thigh-buttock complex for assessing static sitting discomfort and pressure sore risk: a literature review,Computer Methods In Biomechanics And Biomedical Engineering,2018,21:379-388,http://dx.doi.org/10.1080/10255842.2018.1466117
3617,MODELING,"['Elliott, KH']",Measurement of flying and diving metabolic rate in wild animals: review and recommendations,Comparative Biochemistry And Physiology A-Molecular & Integrative Physiology,2016,202:63-77,http://dx.doi.org/10.1016/j.cbpa.2016.05.025
3618,MODELING,"['Yu J, Cheung JTM, Wong DWC, Cong Y and Zhang M']",Biomechanical simulation of high-heeled shoe donning and walking,Journal of Biomechanics,2013,46(12):2067-74,http://dx.doi.org/10.1016/j.jbiomech.2013.05.009
3619,MODELING,"['Schlager, B', 'Niemeyer, F', 'Galbusera, F', 'Volkheimer, D', 'Jonas, R', 'Wilke, HJ']",Uncertainty analysis of material properties and morphology parameters in numerical models regarding the motion of lumbar vertebral segments,Computer Methods In Biomechanics And Biomedical Engineering,2018,21:673-683,http://dx.doi.org/10.1080/10255842.2018.1508571
3620,MODELING,"['Mayeur, O', 'Witz, JF', 'Lecomte, P', 'Brieu, M', 'Cosson, M', 'Miller, K']",Influence of geometry and mechanical properties on the accuracy of patient-specific simulation of women pelvic floor,Annals Of Biomedical Engineering,2016,44:202-212,http://dx.doi.org/10.1007/s10439-015-1401-9
3621,MODELING,"['Tse KM, Tan LB, Lee SJ, Lim SP, Lee HP']",Development and validation of two subject-specific finite element models of human head against three cadaveric experiments,International Journal for Numerical Methods in Biomedical Engineering,2014, 30(3): 397-415,http://dx.doi.org/10.1002/cnm.2609
3622,MODELING,"['Grassi, L', 'Schileo, E', 'Boichon, C', 'Viceconti, M', 'Taddei, F']",Comprehensive evaluation of pca-based finite element modelling of the human femur,Medical Engineering & Physics,2014,36:1246-1252,http://dx.doi.org/10.1016/j.medengphy.2014.06.021
3623,MODELING,"['Pierce, DM', 'Fastl, TE', 'Rodriguez-Vila, B', 'Verbrugghe, P', 'Fourneau, I', 'Maleux, G', 'Herijgers, P', 'Gomez, EJ', 'Holzapfel, GA']",A method for incorporating three-dimensional residual stretches/stresses into patient-specific finite element simulations of arteries,Journal Of The Mechanical Behavior Of Biomedical Materials,2015,47:147-164,http://dx.doi.org/10.1016/j.jmbbm.2015.03.024
3624,MODELING,"['Trabelsi, O', 'Duprey, A', 'Favre, JP', 'Avril, S']",Predictive models with patient specific material properties for the biomechanical behavior of ascending thoracic aneurysms,Annals Of Biomedical Engineering,2016,44:84-98,http://dx.doi.org/10.1007/s10439-015-1374-8
3625,MODELING,"['Sherwood WE, Harris-Warrick R and Guckenheimer J']",Synaptic patterning of left-right alternation in a computational model of the rodent hindlimb central pattern generator,Journal of Computational Neuroscience,2011,30(2):323-60,http://dx.doi.org/10.1007/s10827-010-0259-y
3626,MODELING,"['Khodaee, F', 'Vahidi, B', 'Fatouraee, N']",Analysis of mechanical parameters on the thromboembolism using a patient-specific computational model,Biomechanics And Modeling In Mechanobiology,2016,15:1295-1305,http://dx.doi.org/10.1007/s10237-016-0762-9
3627,MODELING,"['Bensghaier A, Romdhane L and Benouezdou F']",Multi-objective optimization to predict muscle tensions in a pinch function using genetic algorithm,Comptes Rendus Mecanique,2012,340(3):139-55,http://dx.doi.org/10.1016/j.crme.2012.01.002
3628,MODELING,"['Roux, A', 'Laporte, S', 'Lecompte, J', 'Gras, LL', 'Iordanoff, I']",Influence of muscle-tendon complex geometrical parameters on modeling passive stretch behavior with the discrete element method,Journal Of Biomechanics,2016,49:252-258,http://dx.doi.org/10.1016/j.jbiomech.2015.12.006
3629,MODELING,"['Dhaliwal, SS', 'Hesabgar, SM', 'Haddad, SMH', 'Ladak, H', 'Samani, A', 'Rotenberg, BW']",Constructing a patient-specific computer model of the upper airway in sleep apnea patients,Laryngoscope,2018,128:277-282,http://dx.doi.org/10.1002/lary.26834
3630,MODELING,"['Watson, PJ', 'Dostanpor, A', 'Fagan, MJ', 'Dobson, CA']",The effect of boundary constraints on finite element modelling of the human pelvis,Medical Engineering & Physics,2017,43:48-57,http://dx.doi.org/10.1016/j.medengphy.2017.02.001
3631,MODELING,"['Farahani, SD', 'Bertucci, W', 'Andersen, MS', 'de Zee, M', 'Rasmussen, J']",Prediction of crank torque and pedal angle profiles during pedaling movements by biomechanical optimization,Structural And Multidisciplinary Optimization,2015,51:251-266,http://dx.doi.org/10.1007/s00158-014-1135-6
3632,MODELING,"['Berthonnaud E, Morrow M, Herzberg G, An KN and Dimnet J']",Biomechanical model predicting values of muscle forces in the shoulder girdle during arm elevation,Journal of Mechanics in Medicine and Biology,2010,10(4):643-66,http://dx.doi.org/10.1142/s0219519410003629
3633,MODELING,"['Xia, D', 'Chen, WS', 'Liu, JK', 'Wu, ZJ', 'Cao, YH']",The three-dimensional hydrodynamics of thunniform swimming under self-propulsion,Ocean Engineering,2015,110:1-14,http://dx.doi.org/10.1016/j.oceaneng.2015.10.008
3634,MODELING,"['Rossi S, Ruiz-Baier R, Pavarino LF and Quarteroni A']",Orthotropic active strain models for the numerical simulation of cardiac biomechanics,International Journal for Numerical Methods in Biomedical Engineering;28(6-7):761-88. http://dx.doi.org/10.1002/cnm.24,,,
3635,MODELING,"['Modenese, L', 'Montefiori, E', 'Wang, AQ', 'Wesarg, S', 'Viceconti, M', 'Mazza, C']",Investigation of the dependence of joint contact forces on musculotendon parameters using a codified workflow for image-based modelling,Journal Of Biomechanics,2018,73:108-118,http://dx.doi.org/10.1016/j.jbiomech.2018.03.039
3636,MODELING,"['Svacek, P', 'Horacek, J']",Finite element approximation of flow induced vibrations of human vocal folds model: effects of inflow boundary conditions and the length of subglottal and supraglottal channel on phonation onset,Applied Mathematics And Computation,2018,319:178-194,http://dx.doi.org/10.1016/j.amc.2017.02.026
3637,MODELING,"['Lund ME, de Zee M, Andersen MS and Rasmussen J']",On validation of multibody musculoskeletal models,Proceedings of the Institution of Mechanical Engineers Part H-Journal of Engineering in Medicine,2012,226(H2):82-94,http://dx.doi.org/10.1177/0954411911431516
3638,MODELING,"['Mouzakis, DE', 'Rachiotis, G', 'Zaoutsos, S', 'Eleftheriou, A', 'Malizos, KN']",Finite element simulation of the mechanical impact of computer work on the carpal tunnel syndrome,Journal Of Biomechanics,2014,47:2989-2994,http://dx.doi.org/10.1016/j.jbiomech.2014.07.004
3639,MODELING,"['Sahoo D, Deck C, Yoganandan N and Willinger R']",Anisotropic composite human skull model and skull fracture validation against temporo-parietal skull fracture,Journal of the Mechanical Behavior of Biomedical Materials,2013,28:340-53,http://dx.doi.org/10.1016/j.jmbbm.2013.08.010
3640,MODELING,"['Davidson PL, Taylor MC, Wilson SJ, Walsh KAJ and Kieser JA']",Physical components of soft-tissue ballistic wounding and their involvement in the generation of blood backspatter*,Journal of Forensic Sciences;57(5):1339-42. http://dx.doi.org/10.1111/j.1556-4029,2012.02143.,2012,2143.x
3641,MODELING,"['Ardila OJ, Divo EA, Moslehy FA, Rab GT, Kassab AJ and Price CT']",Mechanics of hip dysplasia reductions in infants using the pavlik harness: A physics-based computational model,Journal of Biomechanics,2013,46(9):1501-7,http://dx.doi.org/10.1016/j.jbiomech.2013.03.031
3642,MODELING,"['Cui, Z', 'Jiang, HZ']","Design, analysis, and simulation of a planar serial-parallel mechanism for a compliant robotic fish with variable stiffness",Advances In Mechanical Engineering,2016,8:00,http://dx.doi.org/10.1177/1687814016660927
3643,MODELING,"['Weisse B, Aiyangar AK, Affolter C, Gander R, Terrasi GP and Ploeg H']",Determination of the translational and rotational stiffnesses of an l4-l5 functional spinal unit using a specimen-specific finite element model,Journal of the Mechanical Behavior of Biomedical Materials;13:45-61. http://dx.doi.org/10.1016/j.jmbbm,2012.04.00,2012,4.002
3644,MODELING,"['Zakrisson, J', 'Wiklund, K', 'Servin, M', 'Axner, O', 'Lacoursiere, C', 'Andersson, M']",Rigid multibody simulation of a helix-like structure: the dynamics of bacterial adhesion pili,European Biophysics Journal With Biophysics Letters,2015,44:291-300,http://dx.doi.org/10.1007/s00249-015-1021-1
3645,MODELING,"['Marinho P, Thines L, Verscheure L, Mordon S, Lejeune JP and Vermandel M']",Recent advances in cerebrovascular simulation and neuronavigation for the optimization of intracranial aneurysm clipping,Computer Aided Surgery,2012,17(2):47-55,http://dx.doi.org/10.3109/10929088.2011.653403
3646,MODELING,"['Russano D, Carrillo JMY and Dobrynin AV']",Interaction between brush layers of bottle-brush polyelectrolytes: Molecular dynamics simulations,Langmuir,2011,27(17):11044-51,http://dx.doi.org/10.1021/la2018067
3647,MODELING,"['Zhou Y, Min L, Liu Y, Shi R, Zhang WL, Zhang H, et al']",Finite element analysis of the pelvis after modular hemipelvic endoprosthesis reconstruction,International Orthopaedics,2013,37(4):653-8,http://dx.doi.org/10.1007/s00264-012-1756-6
3648,MODELING,"['Volinski, B', 'Kalra, A', 'Yang, K']",Evaluation of full pelvic ring stresses using a bilateral static gait-phase finite element modeling method,Journal Of The Mechanical Behavior Of Biomedical Materials,2018,78:175-187,http://dx.doi.org/10.1016/j.jmbbm.2017.11.006
3649,MODELING,"['Koppenol, DC', 'Vermolen, FJ']",Biomedical implications from a morphoelastic continuum model for the simulation of contracture formation in skin grafts that cover excised burns,Biomechanics And Modeling In Mechanobiology,2017,16:1187-1206,http://dx.doi.org/10.1007/s10237-017-0881-y
3650,MODELING,"['Monteiro NMB, da Silva MPT, Folgado J and Melancia JPL']",Structural analysis of the intervertebral discs adjacent to an interbody fusion using multibody dynamics and finite element cosimulation,Multibody System Dynamics,2011,25(2):245-70,http://dx.doi.org/10.1007/s11044-010-9226-7
3651,MODELING,"['Soyka RPW, Lopez A, Persson C, Cristofolini L and Ferguson SJ']",Numerical description and experimental validation of a rheology model for non-newtonian fluid flow in cancellous bone,Journal of the Mechanical Behavior of Biomedical Materials,2013,27:43-53,http://dx.doi.org/10.1016/j.jmbbm.2013.06.007
3652,MODELING,"['Varga, P', 'Inzana, JA', 'Gueorguiev, B', 'Sudkamp, NP', 'Windolf, M']",Validated computational framework for efficient systematic evaluation of osteoporotic fracture fixation in the proximal humerus,Medical Engineering & Physics,2018,57:29-39,http://dx.doi.org/10.1016/j.medengphy.2018.04.011
3653,MODELING,['Ellison P'],"Theoretical relationships between component design, patient bone geometry and range-of-motion post hip resurfacing",Proceedings of the Institution of Mechanical Engineers Part H-Journal of Engineering in Medicine,2012,226(H3):246-55,http://dx.doi.org/10.1177/0954411911433387
3654,MODELING,"['Gurarie E, Grunbaum D and Nishizaki MT']",Estimating 3d movements from 2d observations using a continuous model of helical swimming,Bulletin of Mathematical Biology,2011,73(6):1358-77,http://dx.doi.org/10.1007/s11538-010-9575-7
3655,MODELING,"['Brassey CA, Margetts L, Kitchener AC, Withers PJ, Manning PL and Sellers WI']",Finite element modelling versus classic beam theory: Comparing methods for stress estimation in a morphologically diverse sample of vertebrate long bones,Journal of the Royal Society Interface;10(79). http://dx.doi.org/10.1098/rsif,2012.082,2012,823
3656,MODELING,['Siettos C'],Coarse-grained computational stability analysis and acceleration of the collective dynamics of a Monte Carlo simulation of bacterial locomotion,Applied Mathematics and Computation,2014, 232: 836-847,http://dx.doi.org/10.1016/j.amc.2014.01.151
3657,MODELING,"['Chen Y, Pani M, Taddei F, Mazza C, Li XS and Viceconti M']",Large-scale finite element analysis of human cancellous bone tissue micro computer tomography data: A convergence study,Journal of Biomechanical Engineering-Transactions of the Asme,2014,136(10),http://dx.doi.org/10.1115/1.4028106
3658,MODELING,"['Quental, C', 'Folgado, J', 'Ambrosio, J', 'Monteiro, J']",A new shoulder model with a biologically inspired glenohumeral joint,Medical Engineering & Physics,2016,38:969-977,http://dx.doi.org/10.1016/j.medengphy.2016.06.012
3659,MODELING,"['Qin JW, Law SS, Yang QS, Yang N']",Finite Element Analysis of Pedestrian-Bridge Dynamic Interaction,Journal of Applied Mechanics-Transactions of the Asme,2014, 81(4),http://dx.doi.org/10.1115/1.4024991
3660,MODELING,['Endo K and Herr H'],A model of muscle-tendon function in human walking at self-selected speed,Ieee Transactions on Neural Systems and Rehabilitation Engineering,2014,22(2):352-62,http://dx.doi.org/10.1109/tnsre.2013.2291903
3661,MODELING,"['Bohme J, Lingslebe U, Steinke H, Werner M, et al']",The Extent of Ligament Injury and Its Influence on Pelvic Stability Following Type II Anteroposterior Compression Pelvic Injuries-A Computer Study to Gain Insight into Open Book Trauma,Journal of Orthopaedic Research,2014, 32(7): 873-879,http://dx.doi.org/10.1002/jor.22618
3662,MODELING,"['Brekken R, Muller S, Gjerald SU and Hernes TAN']",Simulation model for assessing quality of ultrasound strain estimation in abdominal aortic aneurysm,Ultrasound in Medicine and Biology,2012,38(5):889-96,http://dx.doi.org/10.1016/j.ultrasmedbio.2012.01.007
3663,MODELING,"['Liu YZ, Hai Y and Zhao H']",Three-fin acetabular prosthesis for superior acetabular bone defects: A three-dimensional finite element analysis,Chinese Medical Journal,2012,125(5):901-5,http://dx.doi.org/10.3760/cma.j.issn...99.2012.05.030
3664,MODELING,"['Hillen, RJ', 'Bolsterlee, B', 'Veeger, DHEJ']","The biomechanical effect of clavicular shortening on shoulder muscle function, a simulation study",Clinical Biomechanics,2016,37:141-146,http://dx.doi.org/10.1016/j.clinbiomech.2016.07.005
3665,MODELING,"['Kamenskiy AV, MacTaggart JN, Pipinos, II, Bikhchandani J and Dzenis YA']",Three-dimensional geometry of the human carotid artery,Journal of Biomechanical Engineering-Transactions of the Asme;134(6). http://dx.doi.org/10.1115/1.40068,,,
3666,MODELING,"['Lee, H', 'Oh, J']",Hopping system control with an approximated dynamics model and upper-body motion,Journal Of Mechanical Science And Technology,2015,29:4891-4900,http://dx.doi.org/10.1007/s12206-015-1037-6
3667,MODELING,"['An, K', 'Li, CJ', 'Fang, ZH', 'Liu, CJ']",Effects of upper body parameters on biped walking efficiency studied by dynamic optimization,International Journal Of Advanced Robotic Systems,2016,14:00,http://dx.doi.org/10.1177/1729881416682702
3668,MODELING,"['Suma EA, Lipps Z, Finkelstein S, Krum DM and Bolas M']",Impossible spaces: Maximizing natural walking in virtual environments with self-overlapping architecture,Ieee Transactions on Visualization and Computer Graphics,2012,18(4):555-64,
3669,MODELING,"['Coudrillier B, Boote C, Quigley HA and Nguyen TD']",Scleral anisotropy and its effects on the mechanical response of the optic nerve head,Biomechanics and Modeling in Mechanobiology,2013,12(5):941-63,http://dx.doi.org/10.1007/s10237-012-0455-y
3670,MODELING,"['Correa TA, Baker R, Graham HK and Pandy MG']",Accuracy of generic musculoskeletal models in predicting the functional roles of muscles in human gait,Journal of Biomechanics,2011,44(11):2096-105,http://dx.doi.org/10.1016/j.jbiomech.2011.05.023
3671,MODELING,"['Faria, ACD', 'Veiga, J', 'Lopes, AJ', 'Melo, PL']","Forced oscillation, integer and fractional-order modeling in asthma",Computer Methods And Programs In Biomedicine,2016,128:12-26,http://dx.doi.org/10.1016/j.cmpb.2016.02.010
3672,MODELING,"['Yu, F', 'Kumar, NDOS', 'Choudhury, D', 'Foo, LC', 'Ng, SH']",Microfluidic platforms for modeling biological barriers in the circulatory system,Drug Discovery Today,2018,23:815-829,http://dx.doi.org/10.1016/j.drudis.2018.01.036
3673,MODELING,"['Aerts, W', 'Scarton, A', 'De Groote, F', 'Guiotto, A', 'Sawacha, Z', 'Cobelli, C', 'Vander Sloten, J', 'Jonkers, I']",Validation of plantar pressure simulations using finite and discrete element modelling in healthy and diabetic subjects,Computer Methods In Biomechanics And Biomedical Engineering,2017,20:1442-1452,http://dx.doi.org/10.1080/10255842.2017.1372428
3674,MODELING,"['Karthigan G, Mukherjee S and Ganguli R']",Electromechanical dynamics and optimization of pectoral fin-based ionic polymer-metal composite underwater propulsor,Journal of Intelligent Material Systems and Structures;23(10):1069-82. http://dx.doi.org/10.1177/1045389x124,201,201,10
3675,MODELING,"['van Jonbergen HPW, Innocenti B, Gervasi GL, Labey L and Verdonschot N']",Differences in the stress distribution in the distal femur between patellofemoral joint replacement and total knee replacement: A finite element study,Journal of Orthopaedic Surgery and Research;7. http://dx.doi.org/10.1186/1749-799x-7-,,,
3676,MODELING,"['Xu, Q', 'Kong, L', 'Zhou, H', 'He, JP']",Epidural stimulation of rat spinal cord at lumbosacral segmentusing a surface electrode: a computer simulation study,Ieee Transactions OnNeural Systems And Rehabilitation Engineering,2017,25:1763-1772,ttp://dx.doi.org/10.1109/TNSRE.2016.2625312
3677,MODELING,"['Shiino Y, Kuwazuru O, Suzuki Y and Ono S']","Swimming capability of the remopleuridid trilobite hypodicranotus striatus: Hydrodynamic functions of the exoskeleton and the long, forked hypostome",Journal of Theoretical Biology,2012,300:29-38,http://dx.doi.org/10.1016/j.jtbi.2012.01.012
3678,MODELING,"['Zhao XD, Pelegri AA']",Modelling of global boundary effects on harmonic motion imaging of soft tissues,Computer Methods in Biomechanics and Biomedical Engineering,2014, 17(9): 1021-1031,http://dx.doi.org/10.1080/10255842.2012.736500
3679,MODELING,"['Pfeifer S, Vallery H, Hardegger M, Riener R and Perreault EJ']",Model-based estimation of knee stiffness,Ieee Transactions on Biomedical Engineering;59(9):2604-12. http://dx.doi.org/10.1109/tbme,2012.220789,2012,207895
3680,MODELING,['Wolf A and Senesh M'],Estimating joint kinematics from skin motion observation: Modelling and validation,Computer Methods in Biomechanics and Biomedical Engineering,2011,14(11):939-46,http://dx.doi.org/10.1080/10255842.2010.499872
3681,MODELING,"['Cook, DD', 'Robertson, DJ']",The generic modeling fallacy: average biomechanical models often produce non-average results!,Journal Of Biomechanics,2016,49:3609-3615,http://dx.doi.org/10.1016/j.jbiomech.2016.10.004
3682,MODELING,"['Garzon-Alvarado DA, Sandoval RPC and Acosta JCV']","A mathematical model of medial collateral ligament repair: Migration, fibroblast proliferation and collagen formation",Computer Methods in Biomechanics and Biomedical Engineering,2012,15(6):571-83,http://dx.doi.org/10.1080/10255842.2010.550887
3683,MODELING,"['Herrmann S, Woernle C, Kaehler M, Rachholz R, Souffrant R, Zierath J, et al']",Hil simulation for testing joint stability after total knee arthroplasty,Multibody System Dynamics;28(1-2):55-67. http://dx.doi.org/10.1007/s11044-011-9283,,,
3684,MODELING,"['Quindlen, JC', 'Guclu, B', 'Schepis, EA', 'Barocas, VH']",Computational parametric analysis of the mechanical response of structurally varying pacinian corpuscles,Journal Of Biomechanical Engineering-Transactions Of The Asme,2017,139:00:00,http://dx.doi.org/10.1115/1.4036603
3685,MODELING,"['Tang M, Vauchelet N, Cheddadi I, Vignon-Clementel I, Drasdo D and Perthame B']",Composite waves for a cell population system modeling tumor growth and invasion,Chinese Annals of Mathematics Series B,2013,34(2):295-318,http://dx.doi.org/10.1007/s11401-013-0761-4
3686,MODELING,"[""Fitton LC, Shi JF, Fagan MJ and O'Higgins P""]",Masticatory loadings and cranial deformation in macaca fascicularis: A finite element analysis sensitivity study,Journal of Anatomy;221(1):55-68. http://dx.doi.org/10.1111/j.1469-7580,2012.01516.,2012,1516.x
3687,MODELING,"['Hwang, J', 'Dufour, JS', 'Knapik, GG', 'Best, TM', 'Khan, SN', 'Mendel, E', 'Marras, WS']",Prediction of magnetic resonance imaging-derived trunk muscle geometry with application to spine biomechanical modeling,Clinical Biomechanics,2016,37:60-64,http://dx.doi.org/10.1016/j.clinbiomech.2016.06.001
3688,MODELING,"['Tuijt, M', 'Koolstra, JH', 'Lobbezoo, F', 'Naeije, M']",How muscle relaxation and laterotrusion resolve open locks of the temporomandibular joint,forward dynamic 3d-modeling of the human masticatory system. Journal Of Biomechanics,2016,49:276-283,http://dx.doi.org/10.1016/j.jbiomech.2015.12.003
3689,MODELING,"['Bai JQ, Hu YC, Du LQ, He JL, Liu K, Liu ZJ, et al']",Assessing validation of dual fluoroscopic image matching method for measurement of in vivo spine kinematics,Chinese Medical Journal,2011,124(11):1689-94,http://dx.doi.org/10.3760/cma.j.issn...99.2011.11.016
3690,MODELING,"['Destrade M, Mac Donald B, Murphy JG and Saccomandi G']","At least three invariants are necessary to model the mechanical response of incompressible, transversely isotropic materials",Computational Mechanics,2013,52(4):959-69,http://dx.doi.org/10.1007/s00466-013-0857-4
3691,MODELING,"['Carrigy, NB', 'Carey, JP', 'Martin, AR', 'Remmers, JE', 'Zareian, A', 'Topor, Z', 'Grosse, J', 'Noga, M', 'Finlay, WH']",Simulation of muscle and adipose tissue deformation in the passive human pharynx,Computer Methods In Biomechanics And Biomedical Engineering,2016,19:780-788,http://dx.doi.org/10.1080/10255842.2015.1062477
3692,MODELING,"['Zhu Q, Moser M and Kemp P']",Numerical analysis of a unique mode of locomotion: Vertical climbing by pacific lamprey,Bioinspiration & Biomimetics,2011,6(1),http://dx.doi.org/01600510.1088/1748-3182/6/1/016005
3693,MODELING,"['Hernandez, V', 'Rezzoug, N', 'Gorce, P', 'Venture, G']",Force feasible set prediction with artificial neural network and musculoskeletal model,Computer Methods In Biomechanics And Biomedical Engineering,2018,21:740-749,http://dx.doi.org/10.1080/10255842.2018.1516763
3694,MODELING,"['Ning, XP']",An emg-assisted modeling approach to assess passive lumbar tissue loading in vivo during trunk bending,Journal Of Electromyography And Kinesiology,2016,36:1-7,http://dx.doi.org/10.1016/j.jelekin.2017.06.004
3695,MODELING,"['Liptak, T', 'Virgala, I', 'Mikova, L', 'Galajdova, A', 'Tuleja, P', 'Koukolova, L', 'Varga, J', 'Sukop, M']",Modeling and control of two-link snake,International Journal Of Advanced Robotic Systems,2018,15:00,http://dx.doi.org/10.1177/1729881418760638
3696,MODELING,"['Xu GK, Yang C, Du J, Feng XQ']",Integrin activation and internalization mediated by extracellular matrix elasticity: A biomechanical model,Journal of Biomechanics,2014, 47(6): 1479-1484,http://dx.doi.org/10.1016/j.jbiomech.2014.01.022
3697,MODELING,"['Karimi, A', 'Razaghi, R', 'Sumikura, A']",A 3-dimensional finite element model of a newly designed adjustable high-heeled shoe,International Journal Of Industrial Ergonomics,2018,68:304-310,http://dx.doi.org/10.1016/j.ergon.2018.09.006
3698,MODELING,"['Naito K, Fukui Y and Maruyama T']","Energy redistribution analysis of dynamic mechanisms of multi-body, multi-joint kinetic chain movement during soccer instep kicks",Human Movement Science,2012,31(1):161-81,http://dx.doi.org/10.1016/j.humov.2010.09.006
3699,MODELING,"['Hsu CC, Lin J and Chao CK']",Comparison of multiple linear regression and artificial neural network in developing the objective functions of the orthopaedic screws,Computer Methods and Programs in Biomedicine,2011,104(3):341-8,http://dx.doi.org/10.1016/j.cmpb.2010.11.004
3700,MODELING,"['Zhidkov, AV', 'Pashmentova, AS', 'Viun, SS', 'Zhiltsov, MP', 'Mishin, VV', 'Podmasteryev, KV']",The mathematical simulation and study of the electrical resistance of the friction zone of the hip joint endoprosthesis with a metal-metal friction pair,Journal Of Friction And Wear,2018,39:251-258,http://dx.doi.org/10.3103/S1068366618030157
3701,MODELING,"['Campbell, GM', 'Gluer, CC']","Skeletal assessment with finite element analysis: relevance, pitfalls and interpretation",Current Opinion In Rheumatology,2017,29:402-409,http://dx.doi.org/10.1097/BOR.0000000000000405
3702,MODELING,['Atieh MA and Shahmiri RA'],Evaluation of optimal taper of immediately loaded wide-diameter implants: A finite element analysis,Journal of Oral Implantology,2013,39(2):123-32,http://dx.doi.org/10.1563/aaid-joi-d-11-00104
3703,MODELING,"['Pachera, P', 'Pavan, PG', 'Todros, S', 'Cavinato, C', 'Fontanella, CG', 'Natali, AN']",A numerical investigation of the healthy abdominal wall structures,Journal Of Biomechanics,2016,49:1818-1823,http://dx.doi.org/10.1016/j.jbiomech.2016.04.019
