number,topic,authors,title,journal,year,vol_issue,doi
891,CARDIOVASCULAR/CARDIOPULMONARY,"['Lei, L', 'Qi, XZ', 'Li, SB', 'Yang, YY', 'Hu, Y', 'Li, B', 'Zhao, SJ', 'Zhang, YF']",Finite element analysis for fatigue behaviour of a self-expanding nitinol peripheral stent under physiological biomechanical conditions,Computers In Biology And Medicine,2019,104:205-214,http://dx.doi.org/10.1016/j.compbiomed.2018.11.019
892,CARDIOVASCULAR/CARDIOPULMONARY,"['Tran, JS', 'Schiavazzi, DE', 'Kahn, AM', 'Marsden, AL']",Uncertainty quantification of simulated biomechanical stimuli in coronary artery bypass grafts,Computer Methods In Applied Mechanics And Engineering,2019,345:402-428,http://dx.doi.org/10.1016/j.cma.2018.10.024
893,CELLULAR/SUBCELLULAR,"['Zhao, H', 'Xu, K', 'Zhu, P', 'Wang, CL', 'Chi, QJ']",Smart hydrogels with high tunability of stiffness as a biomimetic cell carrier,Cell Biology International,2019,43:84-97,http://dx.doi.org/10.1002/cbin.11091
894,CELLULAR/SUBCELLULAR,"['Hayakawa, K', 'Sekiguchi, C', 'Sokabe, M', 'Ono, S', 'Tatsumi, H']",Real-time single-molecule kinetic analyses of aip1-enhanced actin filament severing in the presence of cofilin,Journal Of Molecular Biology,2019,431:308-322,http://dx.doi.org/10.1016/j.jmb.2018.11.010
895,CELLULAR/SUBCELLULAR,"['Dang, D', 'Xiang, RW', 'Liu, B', 'Liu, XF', 'Li, M']",Quantifying the adhesion forces of lymphoma cells by afm single-cell force spectroscopy,Progress In Biochemistry And Biophysics,2019,46:89-98,http://dx.doi.org/10.16476/j.pibb.2018.0202
896,CELLULAR/SUBCELLULAR,"['Jang, DH', 'Greenwood, JC', 'Owiredu, S', 'Ranganathan, A', 'Eckmann, DM']",Mitochondrial networking in human blood cells with application in acute care illnesses,Mitochondrion,2019,44:27-34,http://dx.doi.org/10.1016/j.mito.2017.12.009
897,CELLULAR/SUBCELLULAR,"['Oliveira, VR', 'Uriarte, JJ', 'Falcones, B', 'Zin, WA', 'Navajas, D', 'Farre, R', 'Almendros, I']",Escherichia coli lipopolysaccharide induces alveolar epithelial cell stiffening,Journal Of Biomechanics,2019,83:315-318,http://dx.doi.org/10.1016/j.jbiomech.2018.11.034
898,CELLULAR/SUBCELLULAR,"['Kalli, M', 'Minia, A', 'Pliaka, V', 'Fotis, C', 'Alexopoulos, LG', 'Stylianopoulos, T']",Solid stress-induced migration is mediated by gdf15 through akt pathway activation in pancreatic cancer cells,Scientific Reports,2019,9:00,http://dx.doi.org/10.1038/s41598-018-37425-6
899,COMPARATIVE,"['Kilbourne, BM', 'Hutchinson, JR']",Morphological diversification of biomechanical traits: mustelid locomotor specializations and the macroevolution of long bone cross-sectional morphology,Bmc Evolutionary Biology,2019,19:00,http://dx.doi.org/10.1186/s12862-019-1349-8
900,DENTAL/ORAL/FACIAL,"['Drai, A', 'Merdji, A', 'Albedah, A', 'Bouiadjra, BAB', 'Benyahia, F', 'Mohammed, SM']",Effect of dental implantology on the biomechanical behavior of alveolar bone,International Journal For Multiscale Computational Engineering,2018,16:579-593,http://dx.doi.org/10.1615/IntJMultCompEng.2018028717
901,DENTAL/ORAL/FACIAL,"['Pippenger, BE', 'Rottmar, M', 'Kopf, BS', 'Stubinger, S', 'Dalla Torre, FH', 'Berner, S', 'Maniura-Weber, K']","Surface modification of ultrafine-grained titanium: influence on mechanical properties, cytocompatibility, and osseointegration potential",Clinical Oral Implants Research,2019,30:99-110,http://dx.doi.org/10.1111/clr.13396
902,DENTAL/ORAL/FACIAL,"['Akhil, JEJ', 'Prashant, B', 'Shashibushan, KK']",Comparative evaluation of three obturation techniques in primary incisors using digital intra-oral receptor and cbctan in vitro study,Clinical Oral Investigations,2019,23:689-696,http://dx.doi.org/10.1007/s00784-018-2484-0
903,DENTAL/ORAL/FACIAL,"['Liu, DW', 'Yan, BX', 'Lei, FF', 'Li, J', 'Wang, XD', 'Rong, QG', 'Zhou, YH']",Different sliding mechanics in space closure o lingual orthodontics: a translational study by three-dimensional finite element method,American Journal Of Translational Research,2019,11:120-130,
904,ERGONOMICS,"['Noonan, AM', 'Solomon, M', 'Gregory, DE', 'Burr, JF', 'Brown, SHM']",An air-spring standing platform does not increase overall movement or metabolic cost during simulated work tasks,International Journal Of Industrial Ergonomics,2019,69:104-109,http://dx.doi.org/10.1016/j.ergon.2018.10.005
905,EVOLUTION/ANTHROPOLOGY,"[""O'Higgins, P"", 'Fitton, LC', 'Godinho, RM']",Geometric morphometrics and finite elements analysis: assessing the functional implications of differences in craniofacial form in the hominin fossil record,Journal Of Archaeological Science,2019,101:159-168,http://dx.doi.org/10.1016/j.jas.2017.09.011
906,EVOLUTION/ANTHROPOLOGY,"['DeSilva, J', 'McNutt, E', 'Benoit, J', 'Zipfel, B']",One small step: a review of plio-pleistocene hominin foot evolution,American Journal Of Physical Anthropology,2019,168:63-140,http://dx.doi.org/10.1002/ajpa.23750
907,GAIT/LOCOMOTION,"['Stone, AE', 'Terza, MJ', 'Raffegeau, TE', 'Hass, CJ']",Walking through the looking glass: adapting gait patterns with mirror feedback,Journal Of Biomechanics,2019,83:104-109,http://dx.doi.org/10.1016/j.jbiomech.2018.11.029
908,GAIT/LOCOMOTION,"['Mishra, P', 'Singh, S', 'Ranjan, V', 'Singh, S', 'Vidyarthi, A']",Performance evaluation of jaipur knee joint through kinematics and kinetics gait symmetry with unilateral transfemoral indian amputees,Journal Of Medical Systems,2019,43:00:00,http://dx.doi.org/10.1007/s10916-019-1181-0
909,GAIT/LOCOMOTION,"['Lenton, GK', 'Saxby, DJ', 'Lloyd, DG', 'Billing, D', 'Higgs, J', 'Doyle, TLA']",Primarily hip-borne load carriage does not alter biomechanical risk factors for overuse injuries in soldiers,Journal Of Science And Medicine In Sport,2019,22:158-163,http://dx.doi.org/10.1016/j.jsams.2018.06.013
910,GAIT/LOCOMOTION,"['Farris, DJ', 'Kelly, LA', 'Cresswell, AG', 'Lichtwark, GA']",The functional importance of human foot muscles for bipedal locomotion,Proceedings Of The National Academy Of Sciences Of The United States Of America,2019,116:1645-1650,http://dx.doi.org/10.1073/pnas.1812820116
911,GAIT/LOCOMOTION,"['Vervoort, D', 'den Otter, AR', 'Buurke, TJW', 'Vuillerme, N', 'Hortobagyi, T', 'Lamoth, CJC']",Effects of aging and task prioritization on split-belt gait adaptation,Frontiers In Aging Neuroscience,2019,11:00,http://dx.doi.org/10.3389/fnagi.2019.00010
912,GAIT/LOCOMOTION,"['Biggs, PR', 'Whatling, GM', 'Wilson, C', 'Metcalfe, AJ', 'Holt, CA']",Which osteoarthritic gait features recover following total knee replacement surgery?,Plos One,2019,14:00,http://dx.doi.org/10.1371/journal.pone.0203417
913,GAIT/LOCOMOTION,"['Grimmer, M', 'Quinlivan, BT', 'Lee, S', 'Malcolm, P', 'Rossi, DM', 'Siviy, C', 'Walsh, CJ']",Comparison of the human-exosuit interaction using ankle moment and ankle positive power inspired walking assistance,Journal Of Biomechanics,2019,83:76-84,http://dx.doi.org/10.1016/j.jbiomech.2018.11.023
914,GAIT/LOCOMOTION,"['Petrovic, M', 'Maganaris, CN', 'Bowling, FL', 'Boulton, AJM', 'Reeves, ND']",Vertical displacement of the centre of mass during walking in people with diabetes and diabetic neuropathy does not explain their higher metabolic cost of walking,Journal Of Biomechanics,2019,83:85-90,http://dx.doi.org/10.1016/j.jbiomech.2018.11.027
915,GAIT/LOCOMOTION,"['Wiens, C', 'Denton, W', 'Schieber, MN', 'Hartley, R', 'Marmelat, V', 'Myers, SA', 'Yentes, JM']","Walking speed and spatiotemporal step mean measures are reliable during feedback-controlled treadmill walking; however, spatiotemporal step variability is not reliable",Journal Of Biomechanics,2019,83:221-226,http://dx.doi.org/10.1016/j.jbiomech.2018.11.051
916,GAIT/LOCOMOTION,"['Meurisse, GM', 'Bastien, GJ', 'Schepens, B']",Effect of age and speed on the step-to-step transition phase during walking,Journal Of Biomechanics,2019,83:253-259,http://dx.doi.org/10.1016/j.jbiomech.2018.12.001
917,GAIT/LOCOMOTION,"['Demir, YP', 'Yildirim, SA']",Different walk aids on gait parameters and kinematic analysis of the pelvis in patients with adult neuromuscular disease,Neurosciences,2019,24:36-44,http://dx.doi.org/10.17712/nsj.2019.1.20180316
918,GAIT/LOCOMOTION,"['Woodward, JL', 'Connolly, M', 'Hennessy, PW', 'Holleran, CL', 'Mahtani, GB', 'Brazg, G', 'Fahey, M', 'Maganti, K', 'Hornby, TG']",Cardiopulmonary responses during clinical and laboratory gait assessments in people with chronic stroke,Physical Therapy,2019,99:86-97,http://dx.doi.org/10.1093/ptj/pzy128
919,GAIT/LOCOMOTION,"['Prebble, M', 'Sikdar, S', 'Eddo, O', 'McCrory, S', 'Caswell, S', 'Azevedo, AM', 'Cortes, N']",Biomechanics of walking in healthy adults at different gait speeds,Medicine And Science In Sports And Exercise,2018,50:10-10,
920,GAIT/LOCOMOTION,"['Solomonow-Avnon, D', 'Herman, A', 'Wolf, A']",Mechanism of reducing knee adduction moment by shortening of the knee lever arm via medio-lateral manipulation of foot center of pressure: a pilot study,Journal Of Biomechanics,2019,83:143-149,http://dx.doi.org/10.1016/j.jbiomech.2018.11.041
921,GAIT/LOCOMOTION,"['Johnston, C', 'Goodwin, J', 'Pietrosimone, B', 'Blackburn, T']",Gait biomechanics at different time periods following anterior cruciate ligament reconstruction,Medicine And Science In Sports And Exercise,2018,50:12-12,
922,GAIT/LOCOMOTION,"['Eddo, O', 'Lindsey, B', 'Caswell, S', 'Hollinger, D', 'Pope, J', 'Prebble, M', 'Azevedo, AM', 'Cortes, N']",Effects of gait modification on lower extremity sagittal plane biomechanics,Medicine And Science In Sports And Exercise,2018,50:372-373,
923,GAIT/LOCOMOTION,"['Singh, B', 'Niino, MF', 'Goulart, JD', 'Hammons, A']","Effect of cardiorespiratory fitness, fatigue and muscular strength on gait biomechanics in obese children",Medicine And Science In Sports And Exercise,2018,50:509-509,
924,GAIT/LOCOMOTION,"['Bollinger, LM', 'Ransom, AL', 'Seay, RF']",Relative muscle strength is associated with obesity-induced biomechanical adaptations of the trunk during sit-to- stand,Medicine And Science In Sports And Exercise,2018,50:642-642,
925,GAIT/LOCOMOTION,"['Kamitani, T', 'Yamamoto, Y', 'Fukuma, S', 'Ikenoue, T', 'Kimachi, M', 'Shimizu, S', 'Yamamoto, S', 'Otani, K', 'Sekiguchi, M', 'Onishi, Y', 'Takegami, M', 'Ono, R', 'Yamazaki, S', 'Konno, S', 'Kikuchi, S', 'Fukuhara, S']",Association between the discrepancy in self-reported and performance-based physical functioning levels and risk of future falls among community-dwelling older adults: the locomotive syndrome and health outcomes in aizu cohort study (lohas),Journal Of The American Medical Directors Association,2019,20:195-43,http://dx.doi.org/10.1016/j.jamda.2018.09.009
926,ANIMAL LOCOMOTION,"['Pears, JB', 'Ferguson, SM', 'Boisvert, CA', 'Bateman, PW']",Does fluctuating asymmetry of hind legs impose costs on escape speed in house crickets (acheta domesticus)?,Acta Ethologica,2019,22:39-45,http://dx.doi.org/10.1007/s10211-018-0305-8
927,ANIMAL LOCOMOTION,"['Vinnichenko, NA', 'Plaksina, YY', 'Baranova, KM', 'Pushtaev, AV', 'Uvarov, AV']",Mobility of free surface in different liquids and its influence on water striders locomotion,Environmental Fluid Mechanics,2018,18:1045-1056,http://dx.doi.org/10.1007/s10652-018-9577-9
928,ANIMAL LOCOMOTION,"['Khemaissia, H', 'Jelassi, R', 'Bohli-Abderrazek, D', 'Ayari, A', 'Nasri-Ammar, K']","Towards a characterization of the locomotor activity rhythm of the desertic species porcellio olivieri (crustacea, isopoda) from gabes (south of tunisia)",Biological Rhythm Research,2019,50:204-213,http://dx.doi.org/10.1080/09291016.2018.1434948
929,ANIMAL LOCOMOTION,"['van der Hoop, JM', 'Fahlman, A', 'Shorter, KA', 'Gabaldon, J', 'Rocho-Levine, J', 'Petrov, V', 'Moore, MJ']",Swimming energy economy in bottlenose dolphins under variable drag loading,Frontiers In Marine Science,2018,5:00,http://dx.doi.org/10.3389/fmars.2018.00465
930,ANIMAL LOCOMOTION,"['Lewbart, GA', 'Cohen, EB', 'Hirschfeld, M', 'Munoz-Perez, JP', 'Garcia, J', 'Fu, A', 'Chen, EP', 'Lohmann, KJ']",Field-based radiographic imaging of marine megafauna: marine iguanas (amblyrhynchus cristatus) as a case study,Frontiers In Marine Science,2018,5:00,http://dx.doi.org/10.3389/fmars.2018.00040
931,ANIMAL LOCOMOTION,"['Harvey, C', 'Baliga, VB', 'Lavoie, P', 'Altshuler, DL']",Wing morphing allows gulls to modulate static pitch stability during gliding,Journal Of The Royal Society Interface,2019,16:00,http://dx.doi.org/10.1098/rsif.2018.0641
932,ANIMAL LOCOMOTION,"['Saito, T', 'Wada, M', 'Fujimoto, R', 'Kobayashi, S', 'Kumazawa, Y']","Effects of sand type on hatch, emergence, and locomotor performance in loggerhead turtle hatchlings",Journal Of Experimental Marine Biology And Ecology,2019,511:54-59,http://dx.doi.org/10.1016/j.jembe.2018.10.008
933,HAND/FINGER/FOOT/TOE,"['McGonagle, D', 'Tan, AL', 'Watad, A', 'Helliwell, P']","Pathophysiology, assessment and treatment of psoriatic dactylitis",Nature Reviews Rheumatology,2019,15:113-122,http://dx.doi.org/10.1038/s41584-018-0147-9
934,HAND/FINGER/FOOT/TOE,"['Naderi, A', 'Degens, H', 'Sakinepoor, A']",Arch-support foot-orthoses normalize dynamic in-shoe foot pressure distribution in medial tibial stress syndrome,European Journal Of Sport Science,2019,19:247-257,http://dx.doi.org/10.1080/17461391.2018.1503337
935,HAND/FINGER/FOOT/TOE,"['Dixon, S', 'Nunns, M', 'House, C', 'Rice, H', 'Mostazir, M', 'Stiles, V', 'Davey, T', 'Fallowfield, J', 'Allsopp, A']",Prospective study of biomechanical risk factors for second and third metatarsal stress fractures in military recruits,Journal Of Science And Medicine In Sport,2019,22:135-139,http://dx.doi.org/10.1016/j.jsams.2018.06.015
936,HAND/FINGER/FOOT/TOE,"['Kelly, LA', 'Farris, DJ', 'Cresswell, AG', 'Lichtwark, GA']",Intrinsic foot muscles contribute to elastic energy storage and return in the human foot,Journal Of Applied Physiology,2019,126:231-238,http://dx.doi.org/10.1152/japplphysiol.00736.2018
937,HAND/FINGER/FOOT/TOE,"['Riddick, R', 'Farris, DJ', 'Kelly, LA']",The foot is more than a spring: human foot muscles perform work to adapt to the energetic requirements of locomotion,Journal Of The Royal Society Interface,2019,16:00,http://dx.doi.org/10.1098/rsif.2018.0680
938,HAND/FINGER/FOOT/TOE,"['Ridge, ST', 'Olsen, MT', 'Bruening, DA', 'Jurgensmeier, K', 'Griffin, D', 'Davis, IS', 'Johnson, AW']",Walking in minimalist shoes is effective for strengthening foot muscles,Medicine And Science In Sports And Exercise,2019,51:104-113,http://dx.doi.org/10.1249/MSS.0000000000001751
939,HAND/FINGER/FOOT/TOE,"['Kasovic, M', 'Zvonar, M', 'Gomaz, L', 'Bolcevic, F', 'Anton, V']",Influence of schoolbag carriage on pattern changes in plantar pressure during walking among first-grade schoolchildren,Kinesiology,2018,50:188-193,http://dx.doi.org/10.26582/k.50.2.14
940,HAND/FINGER/FOOT/TOE,"['Harutaichun, P', 'Boonyong, S', 'Pensri, P']",Predictors of plantar fasciitis in thai novice conscripts after 10-week military training: a prospective study,Physical Therapy In Sport,2019,35:29-35,http://dx.doi.org/10.1016/j.ptsp.2018.10.004
941,HAND/FINGER/FOOT/TOE,"['Kang, JR', 'Behn, AW', 'Messana, J', 'Ladd, AL']",Bennett fractures: a biomechanical model and relevant ligamentous anatomy,Journal Of Hand Surgery-American Volume,2019,44:00:00,http://dx.doi.org/10.1016/j.jhsa.2018.04.024
942,JOINT/CARTILAGE,"['Ronkainen, AP', 'Tanska, P', 'Fick, JM', 'Herzog, W', 'Korhonen, RK']",Interrelationship of cartilage composition and chondrocyte mechanics after a partial meniscectomy in the rabbit knee joint - experimental and numerical analysis,Journal Of Biomechanics,2019,83:65-75,http://dx.doi.org/10.1016/j.jbiomech.2018.11.024
943,METHODS,"['Singendonk, MJ', 'Lin, ZY', 'Scheerens, C', 'Tack, J', 'Carlson, DA', 'Omari, TI', 'Pandolfino, JE', 'Rommel, N']",High-resolution impedance manometry parameters in the evaluation of esophageal function of non-obstructive dysphagia patients,Neurogastroenterology And Motility,2019,31:00:00,http://dx.doi.org/10.1111/nmo.13505
944,METHODS,"['Cantell, M', 'Houwen, S', 'Schoemaker, M']",Age-related validity and reliability of the dutch little developmental coordination disorder questionnaire (ldcdq-nl),Research In Developmental Disabilities,2019,84:28-35,http://dx.doi.org/10.1016/j.ridd.2018.02.010
945,METHODS,"['Schimmoeller, T', 'Colbrunn, R', 'Nagle, T', 'Lobosky, M', 'Neumann, EE', 'Owings, TM', 'Landis, B', 'Jelovsek, JE', 'Erdemir, A']",Instrumentation of off-the-shelf ultrasound system for measurement of probe forces during freehand imaging,Journal Of Biomechanics,2019,83:117-124,http://dx.doi.org/10.1016/j.jbiomech.2018.11.032
946,MODELING,"['Kyroudis, CA', 'Dionysiou, DD', 'Kolokotroni, EA', 'Stamatakos, GS']",Studying the regression profiles of cervical tumours during radiotherapy treatment using a patient-specific multiscale model,Scientific Reports,2019,9:00,http://dx.doi.org/10.1038/s41598-018-37155-9
947,MODELING,"['Gil, D', 'Aris, R', 'Borras, A', 'Ramirez, E', 'Sebastian, R', 'Vazquez, M']",Influence of fiber connectivity in simulations of cardiac biomechanics,International Journal Of Computer Assisted Radiology And Surgery,2019,14:63-72,http://dx.doi.org/10.1007/s11548-018-1849-9
948,MODELING,"['Klinkhamer, AJ', 'Mallison, H', 'Poropat, SF', 'Sinapius, GHK', 'Wroe, S']",Three-dimensional musculoskeletal modeling of the sauropodomorph hind limb: the effect of postural change on muscle leverage,Anatomical Record-Advances In Integrative Anatomy And Evolutionary Biology,2018,301:2145-2163,http://dx.doi.org/10.1002/ar.23950
949,MODELING,"['Hegarty, AK', 'Hulbert, TV', 'Kurz, MJ', 'Stuberg, W', 'Silverman, AK']",Evaluation of a method to scale muscle strength for gait simulations of children with cerebral palsy,Journal Of Biomechanics,2019,83:165-173,http://dx.doi.org/10.1016/j.jbiomech.2018.11.037
950,MODELING,"['Smale, KB', 'Conconi, M', 'Sancisi, N', 'Krogsgaard, M', 'Alkjaer, T', 'Parenti-Castelli, V', 'Benoit, DL']",Effect of implementing magnetic resonance imaging for patient-specific opensim models on lower-body kinematics and knee ligament lengths,Journal Of Biomechanics,2019,83:9-15,http://dx.doi.org/10.1016/j.jbiomech.2018.11.016
951,MUSCLE,"['Behringer, M', 'Willberg, C']",Application of blood flow restriction to optimize exercise countermeasures for human space flight,Frontiers In Physiology,2019,10:00,http://dx.doi.org/10.3389/fphys.2019.00033
952,MUSCLE,"['Cheng, YS', 'Matusovskiy, OS', 'Rassier, DE']",Cleavage of loops 1 and 2 in skeletal muscle heavy meromyosin (hmm) leads to a decreased function,Archives Of Biochemistry And Biophysics,2019,661:168-177,http://dx.doi.org/10.1016/j.abb.2018.11.002
953,NEURAL,"['Filli, L', 'Meyer, C', 'Killeen, T', 'Lorincz, L', 'Gopfert, B', 'Linnebank, M', 'von Tscharner, V', 'Curt, A', 'Bolliger, M', 'Zorner, B']",Probing corticospinal control during different locomotor tasks using detailed time-frequency analysis of electromyograms,Frontiers In Neurology,2019,10:00,http://dx.doi.org/10.3389/fneur.2019.00017
954,NEURAL,"['Ausborn, J', 'Shevtsova, NA', 'Caggiano, V', 'Danner, SM', 'Rybak, IA']",Computational modeling of brainstem circuits controlling locomotor frequency and gait,Elife,2019,8:00,http://dx.doi.org/10.7554/eLife.43587
955,ORTHOPAEDICS/SPINE,"['Tisherman, R', 'Vaudreuil, N', 'Ramanathan, R', 'Hartman, R', 'Lee, J', 'Bell, K']",Biomechanical contributions of upper cervical ligamentous structures in type ii odontoid fractures,Journal Of Biomechanics,2019,83:28-33,http://dx.doi.org/10.1016/j.jbiomech.2018.11.014
956,ORTHOPAEDICS/SPINE,"['Quarrington, RD', 'Costi, JJ', 'Freeman, BJC', 'Jones, CF']","The effect of axial compression and distraction on cervical facet mechanics during anterior shear, flexion, axial rotation, and lateral bending motions",Journal Of Biomechanics,2019,83:205-213,http://dx.doi.org/10.1016/j.jbiomech.2018.11.047
957,ORTHOPAEDICS/SPINE,"['Vu, LQ', 'Amick, RZ', 'Kim, KH', 'Rajulu, SL']",Evaluation of lumbar motion with fabric strain sensors: a pilot study,International Journal Of Industrial Ergonomics,2019,69:194-199,http://dx.doi.org/10.1016/j.ergon.2018.11.007
958,ORTHOPAEDICS/SPINE,"['Kim, MW', 'Lee, SB', 'Park, JH']",Cervical spondyloptosis successfully treated with only posterior short segment fusion using cervical pedicle screw fixation,Neurologia Medico-Chirurgica,2019,59:33-38,http://dx.doi.org/10.2176/nmc.tn.2018-0213
959,ORTHOPAEDICS/SPINE,"['Pourahmadi, MR', 'Takamjani, IE', 'Jaberzadeh, S', 'Sarrafzadeh, J', 'Sanjari, MA', 'Bagheri, R', 'Taghipour, M']",Kinematics of the spine during sit-to-stand movement using motion analysis systems: a systematic review of literature,Journal Of Sport Rehabilitation,2019,28:77-93,http://dx.doi.org/10.1123/jsr.2017-0147
960,ORTHOPAEDICS/SURGERY,"['Busuttil, T', 'Teuben, M', 'Pfeifer, R', 'Cinelli, P', 'Pape, HC', 'Osterhoff, G']",Screw fixation of acpht acetabular fractures offers sufficient biomechanical stability when compared to standard buttress plate fixation,Bmc Musculoskeletal Disorders,2019,20:00,http://dx.doi.org/10.1186/s12891-019-2422-6
961,POSTURE/BALANCE,"['Uebayashi, K', 'Akasaka, K', 'Tamura, A', 'Otsudo, T', 'Sawada, Y', 'Okubo, Y', 'Hall, T']",Characteristics of trunk and lower limb alignment at maximum reach during the star excursion balance test in subjects with increased knee valgus during jump landing,Plos One,2019,14:00,http://dx.doi.org/10.1371/journal.pone.0211242
962,PROSTHETICS/ORTHOTICS,"['Kazley, JM', 'Cole, KP', 'Desai, KJ', 'Zonshayn, S', 'Morse, AS', 'Banerjee, S']",Prostheses for reverse total shoulder arthroplasty,Expert Review Of Medical Devices,2019,16:107-118,http://dx.doi.org/10.1080/17434440.2019.1568237
963,PROSTHETICS/ORTHOTICS,"['Youngblood, RT', 'Hafner, BJ', 'Allyn, KJ', 'Cagle, JC', 'Hinrichs, P', 'Redd, C', 'Vamos, AC', 'Ciol, MA', 'Bean, N', 'Sanders, JE']","Effects of activity intensity, time, and intermittent doffing on daily limb fluid volume change in people with transtibial amputation",Prosthetics And Orthotics International,2019,43:28-38,http://dx.doi.org/10.1177/0309364618785729
964,PROSTHETICS/ORTHOTICS,"['Okita, Y', 'Yamasaki, N', 'Nakamura, T', 'Mita, T', 'Kubo, T', 'Mitsumoto, A', 'Akune, T']",Intra-individual biomechanical effects of a non-microprocessor-controlled stance-yielding prosthetic knee during ramp descent in persons with unilateral transfemoral amputation,Prosthetics And Orthotics International,2019,43:55-61,http://dx.doi.org/10.1177/0309364618789453
965,PROSTHETICS/ORTHOTICS,"['Matthews, DJ', 'Arastu, M', 'Uden, M', 'Sullivan, JP', 'Bolsakova, K', 'Robinson, K', 'Sooriakumaran, S', 'Ward, D']",Uk trial of the osseointegrated prosthesis for the rehabilitation for amputees: 1995-2018,Prosthetics And Orthotics International,2019,43:112-122,http://dx.doi.org/10.1177/0309364618791616
966,ROBOTICS/BIOMIMETICS,"['Ji, ZY', 'Yan, CY', 'Ma, SH', 'Gorb, S', 'Jia, X', 'Yu, B', 'Wang, XL', 'Zhou, F']",3d printing of bioinspired topographically oriented surfaces with frictional anisotropy for directional driving,Tribology International,2019,132:99-107,http://dx.doi.org/10.1016/j.triboint.2018.12.010
967,ROBOTICS/BIOMIMETICS,"['Bender, M', 'George, A', 'Powell, N', 'Kurdila, A', 'Muller, R']",Empirical potential functions for driving bioinspired joint design,Journal Of Dynamic Systems Measurement And Control-Transactions Of The Asme,2019,141:00:00,http://dx.doi.org/10.1115/1.4041446
968,ROBOTICS/BIOMIMETICS,"['Xu, K', 'Zi, PJ', 'Ding, XL']",Gait analysis of quadruped robot using the equivalent mechanism concept based on metamorphosis,Chinese Journal Of Mechanical Engineering,2019,32:00:00,http://dx.doi.org/10.1186/s10033-019-0321-2
969,ROBOTICS/BIOMIMETICS,"['Buzzi, J', 'De Momi, E', 'Nisky, I']",An uncontrolled manifold analysis of arm joint variability in virtual planar position and orientation telemanipulation,Ieee Transactions On Biomedical Engineering,2019,66:391-402,http://dx.doi.org/10.1109/TBME.2018.2842458
970,WEARABLE TECHNOLOGY/ENERGY HARVESTING,"['Yin, X', 'Liu, D', 'Zhou, LL', 'Li, XY', 'Zhang, CL', 'Cheng, P', 'Guo, HY', 'Song, WX', 'Wang, J', 'Wang, ZL']",Structure and dimension effects on the performance of layered triboelectric nanogenerators in contact-separation mode,Acs Nano,2019,13:698-705,http://dx.doi.org/10.1021/acsnano.8b07935
971,REACHING/GRASP/UPPER EXTREMITY,"['Ameln, DJD', 'Chadwick, EK', 'Blana, D', 'Murgia, A']",The stabilizing function of superficial shoulder muscles changes between single-plane elevation and reaching tasks,Ieee Transactions On Biomedical Engineering,2019,66:564-572,http://dx.doi.org/10.1109/TBME.2018.2850522
972,REHABILITATION,"['Schroder, J', 'Truijen, S', 'Van Criekinge, T', 'Saeys, W']",Feasibility and effectiveness of repetitive gait training early after stroke: a systematic review and meta-analysis,Journal Of Rehabilitation Medicine,2019,51:78-88,http://dx.doi.org/10.2340/16501977-2505
973,REHABILITATION,"['Piira, A', 'Lannem, AM', 'Sorensen, M', 'Glott, T', 'Knutsen, R', 'Jorgensen, L', 'Gjesdal, K', 'Hjeltnes, N', 'Knutsen, SF']",Manually assisted body-weight supported locomotor training does not re-establish walking in non-walking subjects with chronic incomplete spinal cord injury: a randomized clinical trial,Journal Of Rehabilitation Medicine,2019,51:113-119,http://dx.doi.org/10.2340/16501977-2508
974,REHABILITATION,"['Washabaugh, EP', 'Guo, J', 'Chang, CK', 'Remy, CD', 'Krishnan, C']",A portable passive rehabilitation robot for upper-extremity functional resistance training,Ieee Transactions On Biomedical Engineering,2019,66:496-508,http://dx.doi.org/10.1109/TBME.2018.2849580
975,REHABILITATION,"['Neville, BT', 'Wutzke, CJ', 'Murray, D', 'Bryson, CA', 'Bollen, KJ', 'Collins, JP', 'Guccione, AA']",Overground locomotor training in incomplete spinal cord injury: effects on balance and gait,Medicine And Science In Sports And Exercise,2018,50:814-814,
976,REHABILITATION,"['Murray, D', 'Guccione, AA', 'Bollen, KJ', 'Neville, BT', 'Bryson, CA', 'Keyser, RE']",Emg analysis of lower limb muscle activation during 6-minute treadmill walking following novel over-ground locomotor training in incomplete spinal cord injury,Medicine And Science In Sports And Exercise,2018,50:832-833,
977,SPORT/EXERCISE,"['Lin, WL']",Biomechanical comparative analysis on the body segments velocity of elite rowers with different stroke rate in men's lightweight pair and its parameters of results,Acta Medica Mediterranea,2019,35:175-185,http://dx.doi.org/10.19193/0393-6384_2019_1_28
978,SPORT/EXERCISE,"['Felton, PJ', 'Lister, SL', 'Worthington, PJ', 'King, MA']",Comparison of biomechanical characteristics between male and female elite fast bowlers,Journal Of Sports Sciences,2019,37:665-670,http://dx.doi.org/10.1080/02640414.2018.1522700
979,SPORT/EXERCISE,"['Vescovi, JD', 'Falenchuk, O']",Contextual factors on physical demands in professional women's soccer: female athletes in motion study,European Journal Of Sport Science,2019,19:141-146,http://dx.doi.org/10.1080/17461391.2018.1491628
